,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
,,,,,,,,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2324,Betis,Sergi Altimira,ESP,MF,22-178,2001,11,459,42,20.4,5.1,5,77,2,6,12,12,1.45,4,10,-6,-1.18,-1.63,6.3,9.7,-3.5,-0.68,-0.71
ESP-La Liga,2324,Betis,Sokratis Papastathopoulos,GRE,DF,35-255,1988,8,612,77,27.2,6.8,7,86,6,1,8,5,1.5,8,7,1,0.15,0.04,8.1,10.9,-2.8,-0.42,-0.42
ESP-La Liga,2324,Betis,William Carvalho,POR,MF,31-318,1992,12,350,29,15.6,3.9,2,58,0,10,23,1,1.75,5,1,4,1.03,1.08,3.8,5.6,-1.7,-0.45,-0.4
ESP-La Liga,2324,Betis,Willian José,BRA,FW,32-088,1991,21,1156,55,51.4,12.8,15,66,2,6,27,1,1.57,12,14,-2,-0.16,-0.57,16.6,15.9,0.7,0.05,0.34
ESP-La Liga,2324,Betis,Xavi Pleguezuelo,ESP,DF,21-036,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
ESP-La Liga,2324,Betis,Youssouf Sabaly,SEN,DF,30-351,1993,3,270,90,12.0,3.0,3,90,3,0,,3,1.33,4,5,-1,-0.33,-0.52,2.3,4.3,-2.0,-0.68,-0.64
ESP-La Liga,2324,Celta Vigo,Agustín Marchesín,ARG,GK,35-340,1988,0,,,,,0,,0,0,,18,,,,,,,,,,,
ESP-La Liga,2324,Celta Vigo,Anastasios Douvikas,GRE,FW,24-201,1999,21,590,28,26.2,6.6,4,80,2,17,16,1,0.9,7,15,-8,-1.22,-1.11,9.1,13.5,-4.4,-0.67,-0.67
ESP-La Liga,2324,Celta Vigo,Carl Starfelt,SWE,DF,28-263,1995,18,1525,85,67.8,16.9,18,85,15,0,,4,0.56,15,28,-13,-0.77,-1.14,20.6,26.3,-5.7,-0.34,-0.49
ESP-La Liga,2324,Celta Vigo,Carles Pérez,ESP,"MF,FW",26-003,1998,9,441,49,19.6,4.9,4,70,0,5,32,10,1.0,5,7,-2,-0.41,-0.01,7.8,5.9,2.0,0.4,0.72
ESP-La Liga,2324,Celta Vigo,Carlos Dominguez,ESP,DF,23-008,2001,12,986,82,43.8,11.0,11,86,8,1,45,12,1.08,16,15,1,0.09,0.87,13.6,15.0,-1.4,-0.12,0.1
ESP-La Liga,2324,Celta Vigo,Carlos Dotor,ESP,MF,22-341,2001,16,692,43,30.8,7.7,7,87,4,9,9,7,0.63,9,12,-3,-0.39,0.01,8.4,14.0,-5.6,-0.73,-0.79
ESP-La Liga,2324,Celta Vigo,Coke Carrillo,ESP,GK,22-043,2002,0,,,,,0,,0,0,,9,,,,,,,,,,,
ESP-La Liga,2324,Celta Vigo,Damián Rodríguez,ESP,MF,20-339,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2324,Celta Vigo,Fran Beltrán,ESP,MF,25-016,1999,20,1359,68,60.4,15.1,16,82,9,4,13,5,0.9,20,25,-5,-0.33,0.17,19.4,22.5,-3.2,-0.21,-0.08
ESP-La Liga,2324,Celta Vigo,Franco Cervi,ARG,"MF,DF",29-269,1994,10,434,43,19.3,4.8,5,72,1,5,15,8,1.0,5,8,-3,-0.62,-0.28,6.1,6.4,-0.3,-0.06,0.15
ESP-La Liga,2324,Celta Vigo,Gabriel Veiga,ESP,FW,21-268,2002,1,18,18,0.8,0.2,0,,0,1,18,1,0.0,0,1,-1,-5.0,-4.64,0.1,0.3,-0.2,-0.76,-0.59
ESP-La Liga,2324,Celta Vigo,Gonçalo Paciência,POR,FW,29-202,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2324,Celta Vigo,Hugo Sotelo,ESP,MF,20-062,2003,9,319,35,14.2,3.5,3,64,0,6,21,15,0.44,3,8,-5,-1.41,-1.18,5.9,3.6,2.2,0.63,0.95
ESP-La Liga,2324,Celta Vigo,Hugo Álvarez,ESP,MF,20-232,2003,2,35,18,1.6,0.4,0,,0,2,18,3,1.5,1,0,1,2.57,3.02,1.5,0.3,1.2,2.99,3.22
ESP-La Liga,2324,Celta Vigo,Iago Aspas,ESP,FW,36-202,1987,23,1701,74,75.6,18.9,20,81,9,3,26,1,0.74,21,25,-4,-0.21,0.77,25.9,23.6,2.3,0.12,1.23
ESP-La Liga,2324,Celta Vigo,Iván Villar,ESP,GK,26-225,1997,10,834,83,37.1,9.3,10,83,9,0,,11,0.82,11,16,-5,-0.54,-0.22,13.1,13.4,-0.2,-0.02,0.24
ESP-La Liga,2324,Celta Vigo,Jailson Siqueira,BRA,"MF,DF",28-165,1995,5,274,55,12.2,3.0,3,78,2,2,20,2,0.8,4,3,1,0.33,0.83,1.9,5.1,-3.1,-1.02,-0.96
ESP-La Liga,2324,Celta Vigo,Javi Rodríguez,ESP,DF,20-238,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
ESP-La Liga,2324,Celta Vigo,Javier Dominguez,ESP,DF,22-330,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
ESP-La Liga,2324,Celta Vigo,Javier Manquillo,ESP,"MF,DF",29-290,1994,2,158,79,7.0,1.8,2,79,0,0,,0,1.5,4,2,2,1.14,1.66,1.7,3.0,-1.2,-0.7,-0.56
ESP-La Liga,2324,Celta Vigo,Jonathan Bamba,CIV,"MF,FW",27-330,1996,18,1406,78,62.5,15.6,17,82,7,1,9,0,0.72,16,22,-6,-0.38,0.04,21.9,21.2,0.7,0.05,0.6
ESP-La Liga,2324,Celta Vigo,Joseph Aidoo,GHA,DF,28-143,1995,6,407,68,18.1,4.5,4,90,4,2,24,3,0.83,3,6,-3,-0.66,-0.32,5.3,7.0,-1.7,-0.38,-0.24
ESP-La Liga,2324,Celta Vigo,Jørgen Strand Larsen,NOR,FW,24-013,2000,25,1976,79,87.8,22.0,25,79,6,0,,0,0.8,21,25,-4,-0.18,1.79,25.2,27.2,-2.0,-0.09,0.73
ESP-La Liga,2324,Celta Vigo,Kevin Vázquez,ESP,DF,30-333,1993,11,630,57,28.0,7.0,9,69,3,2,5,14,0.64,7,11,-4,-0.57,-0.24,8.3,11.0,-2.7,-0.39,-0.29
ESP-La Liga,2324,Celta Vigo,Luca de la Torre,USA,"MF,FW",25-272,1998,23,1545,67,68.7,17.2,18,81,8,5,16,0,0.83,15,23,-8,-0.47,-0.21,20.3,22.4,-2.1,-0.12,0.18
ESP-La Liga,2324,Celta Vigo,Manu Sánchez,ESP,DF,23-179,2000,20,1360,68,60.4,15.1,14,87,11,6,24,5,0.8,15,22,-7,-0.46,-0.16,18.7,23.1,-4.4,-0.29,-0.29
ESP-La Liga,2324,Celta Vigo,Miguel Rodríguez,ESP,MF,20-296,2003,11,190,17,8.4,2.1,1,57,0,10,13,13,0.27,1,3,-2,-0.95,-0.6,2.1,2.7,-0.6,-0.28,-0.12
ESP-La Liga,2324,Celta Vigo,Mihailo Ristić,SRB,"DF,MF",28-111,1995,11,763,69,33.9,8.5,9,81,6,2,18,5,0.82,12,13,-1,-0.12,0.43,11.1,11.6,-0.5,-0.05,0.19
ESP-La Liga,2324,Celta Vigo,Renato Tapia,PER,"MF,DF",28-206,1995,17,1165,69,51.8,12.9,13,86,10,4,11,7,1.0,13,15,-2,-0.15,0.51,13.9,16.9,-3.1,-0.24,-0.12
ESP-La Liga,2324,Celta Vigo,Ruly,ESP,GK,24-023,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,
ESP-La Liga,2324,Celta Vigo,Tadeo Allende,ARG,"MF,FW",24-364,1999,3,130,43,5.8,1.4,1,76,0,2,27,0,1.0,4,2,2,1.38,1.89,2.2,1.0,1.2,0.85,1.09
ESP-La Liga,2324,Celta Vigo,Unai Núñez,ESP,DF,27-020,1997,25,2204,88,98.0,24.5,24,90,23,1,45,0,0.8,27,36,-9,-0.37,1.59,30.9,35.5,-4.6,-0.19,-0.4
ESP-La Liga,2324,Celta Vigo,Vicente Guaita,ESP,GK,37-040,1987,16,1413,88,62.8,15.7,15,90,15,1,63,5,0.88,17,22,-5,-0.32,0.22,18.3,22.5,-4.2,-0.27,-0.24
ESP-La Liga,2324,Celta Vigo,Williot Swedberg,SWE,"MF,FW",20-018,2004,9,106,12,4.7,1.2,0,,0,9,12,14,0.89,2,5,-3,-2.55,-2.25,2.7,3.9,-1.2,-1.03,-0.89
ESP-La Liga,2324,Celta Vigo,Óscar Mingueza,ESP,"DF,MF",24-282,1999,25,1963,79,87.2,21.8,22,85,17,3,30,0,0.8,24,33,-9,-0.41,-0.1,28.5,32.1,-3.6,-0.17,0.1
ESP-La Liga,2324,Cádiz,Aiham Ousou,SYR,DF,24-041,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
ESP-La Liga,2324,Cádiz,Alejandro Morata,ESP,DF,17-228,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2324,Cádiz,Aristide Njalla,CMR,MF,20-312,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2324,Cádiz,Brian Ocampo,URU,MF,24-239,1999,9,139,15,6.2,1.5,0,,0,9,15,2,0.56,0,2,-2,-1.29,-0.53,1.0,3.1,-2.1,-1.35,-0.74
ESP-La Liga,2324,Cádiz,Chris Ramos,ESP,"FW,MF",27-032,1997,25,1910,76,84.9,21.2,23,81,9,2,27,0,0.68,14,28,-14,-0.66,0.93,16.9,30.1,-13.2,-0.62,0.19
ESP-La Liga,2324,Cádiz,Darwin Machís,VEN,MF,31-012,1993,16,739,46,32.8,8.2,10,60,1,6,23,5,0.81,10,13,-3,-0.37,0.65,8.8,12.0,-3.1,-0.38,0.4
ESP-La Liga,2324,Cádiz,David Gil,ESP,GK,30-039,1994,4,282,71,12.5,3.1,3,90,3,1,12,20,0.75,2,2,0,0.0,0.91,1.8,4.2,-2.4,-0.77,-0.13
ESP-La Liga,2324,Cádiz,Diadie Samassékou,MLI,MF,28-039,1996,1,27,27,1.2,0.3,0,,0,1,27,1,0.0,0,1,-1,-3.33,-2.56,0.0,1.2,-1.1,-3.69,-3.08
ESP-La Liga,2324,Cádiz,Fali,ESP,DF,30-191,1993,23,1942,84,86.3,21.6,23,84,19,0,,0,0.7,15,29,-14,-0.65,1.1,17.9,31.2,-13.4,-0.62,0.23
ESP-La Liga,2324,Cádiz,Fede San Emeterio,ESP,MF,26-340,1997,4,152,38,6.8,1.7,3,50,0,1,1,5,1.0,1,2,-1,-0.59,0.22,1.7,2.9,-1.3,-0.75,-0.11
ESP-La Liga,2324,Cádiz,Gonzalo Escalante,ARG,MF,30-329,1993,17,1150,68,51.1,12.8,12,81,4,5,37,0,0.71,6,19,-13,-1.02,-0.44,8.7,15.1,-6.4,-0.5,0.31
ESP-La Liga,2324,Cádiz,Isaac Carcelen,ESP,DF,30-302,1993,23,1834,80,81.5,20.4,21,86,18,2,16,2,0.74,13,25,-12,-0.59,1.14,16.8,27.5,-10.7,-0.53,0.67
ESP-La Liga,2324,Cádiz,Iván Alejo,ESP,MF,29-009,1995,23,1543,67,68.6,17.1,20,71,3,3,38,0,0.74,12,22,-10,-0.58,0.69,15.0,22.2,-7.2,-0.42,0.74
ESP-La Liga,2324,Cádiz,Javi Hernández,ESP,DF,25-293,1998,18,1489,83,66.2,16.5,17,88,15,1,1,2,0.78,14,27,-13,-0.79,0.04,13.5,25.5,-11.9,-0.72,-0.21
ESP-La Liga,2324,Cádiz,Jeremías Ledesma,ARG,GK,31-006,1993,22,1968,89,87.5,21.9,22,89,21,0,,0,0.64,13,33,-20,-0.91,-0.91,18.2,32.0,-13.9,-0.63,0.13
ESP-La Liga,2324,Cádiz,Jorge Meré,ESP,DF,26-308,1997,8,493,62,21.9,5.5,6,74,1,2,25,12,0.75,3,9,-6,-1.1,-0.38,2.4,8.1,-5.7,-1.03,-0.49
ESP-La Liga,2324,Cádiz,Joseba Zaldúa,ESP,"DF,MF",31-240,1992,7,322,46,14.3,3.6,4,68,0,3,17,17,0.43,2,6,-4,-1.12,-0.37,2.3,6.1,-3.8,-1.05,-0.47
ESP-La Liga,2324,Cádiz,José Antonio,ESP,FW,19-206,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2324,Cádiz,José Mari,ESP,"MF,FW",36-075,1987,3,14,5,0.6,0.2,0,,0,3,5,14,1.25,2,3,-1,-6.43,-5.66,0.2,0.5,-0.2,-1.43,-0.79
ESP-La Liga,2324,Cádiz,Juanmi,ESP,FW,30-275,1993,3,151,50,6.7,1.7,1,90,1,2,31,0,0.33,0,3,-3,-1.79,-1.06,1.0,2.9,-1.9,-1.14,-0.52
ESP-La Liga,2324,Cádiz,Karl Etta,CMR,FW,20-049,2004,1,21,21,0.9,0.2,0,,0,1,21,0,0.0,0,0,0,0.0,0.81,0.0,0.8,-0.8,-3.41,-2.78
ESP-La Liga,2324,Cádiz,Lucas,BRA,DF,22-332,2001,19,1235,65,54.9,13.7,12,90,11,7,23,6,0.58,5,20,-15,-1.09,-0.65,11.1,18.9,-7.7,-0.56,0.19
ESP-La Liga,2324,Cádiz,Luis Hernández,ESP,DF,34-311,1989,9,723,80,32.1,8.0,8,90,8,1,3,0,1.0,6,13,-7,-0.87,-0.11,8.3,13.1,-4.8,-0.59,0.08
ESP-La Liga,2324,Cádiz,Mamadou Mbaye,SEN,DF,25-236,1998,4,288,72,12.8,3.2,2,90,2,2,54,17,0.75,2,5,-3,-0.94,-0.16,1.6,5.7,-4.2,-1.3,-0.74
ESP-La Liga,2324,Cádiz,Maxi Gómez,URU,FW,27-189,1996,20,751,38,33.4,8.3,7,66,0,13,22,3,0.6,3,15,-12,-1.44,-0.96,6.0,12.9,-6.9,-0.83,-0.26
ESP-La Liga,2324,Cádiz,Milutin Osmajić,MNE,MF,24-209,1999,1,5,5,0.2,0.1,0,,0,1,5,2,0.0,0,1,-1,-18.0,-17.24,0.2,0.5,-0.3,-5.37,-4.73
ESP-La Liga,2324,Cádiz,Moussa Diakité,MLI,MF,20-107,2003,1,1,1,0.0,0.0,0,,0,1,1,1,1.0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.65
ESP-La Liga,2324,Cádiz,Roberto Navarro,ESP,MF,21-313,2002,15,852,57,37.9,9.5,11,65,1,4,33,4,0.4,3,13,-10,-1.06,-0.41,7.2,11.0,-3.9,-0.41,0.39
ESP-La Liga,2324,Cádiz,Roger Martí,ESP,FW,33-047,1991,16,1045,65,46.4,11.6,14,71,2,2,25,0,0.88,12,11,1,0.09,1.65,11.2,14.8,-3.7,-0.32,0.62
ESP-La Liga,2324,Cádiz,Rominigue Kouamé,MLI,MF,27-064,1996,11,518,47,23.0,5.8,5,78,2,6,22,5,0.45,6,11,-5,-0.87,-0.09,5.8,9.4,-3.6,-0.62,0.04
ESP-La Liga,2324,Cádiz,Rubén Alcaraz,ESP,MF,32-294,1991,23,1964,85,87.3,21.8,23,85,16,0,,0,0.7,15,28,-13,-0.6,1.61,18.0,30.4,-12.3,-0.57,0.67
ESP-La Liga,2324,Cádiz,Rubén Sobrino,ESP,"MF,FW",31-263,1992,20,879,44,39.1,9.8,8,71,1,12,26,2,0.85,3,13,-10,-1.02,-0.37,6.1,15.6,-9.5,-0.97,-0.53
ESP-La Liga,2324,Cádiz,Sergi Guardiola,ESP,"FW,MF",32-266,1991,14,322,23,14.3,3.6,1,69,0,13,19,6,0.43,1,6,-5,-1.4,-0.7,2.3,5.8,-3.4,-0.97,-0.37
ESP-La Liga,2324,Cádiz,Victor Wehbi,BRA,GK,21-125,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,
ESP-La Liga,2324,Cádiz,Víctor Chust,ESP,DF,23-351,2000,10,809,81,36.0,9.0,10,81,7,0,,6,0.5,1,9,-8,-0.89,-0.14,6.4,10.5,-4.1,-0.45,0.31
ESP-La Liga,2324,Cádiz,Álex Fernández,ESP,"MF,FW",31-127,1992,19,879,46,39.1,9.8,9,78,5,10,18,5,0.79,3,12,-9,-0.92,-0.2,7.3,16.6,-9.3,-0.95,-0.49
ESP-La Liga,2324,Cádiz,Álvaro Bastida,ESP,MF,19-283,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2324,Cádiz,Álvaro Negredo,ESP,"FW,MF",38-183,1985,7,54,8,2.4,0.6,0,,0,7,8,15,0.43,0,2,-2,-3.33,-2.6,0.7,2.6,-1.9,-3.2,-2.61
ESP-La Liga,2324,Getafe,Alejandro Herranz,ESP,DF,19-085,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2324,Getafe,Anthony Lozano,HON,"MF,FW",30-300,1993,6,92,15,4.1,1.0,0,,0,6,15,13,0.33,1,4,-3,-2.93,-3.02,0.9,3.2,-2.3,-2.22,-2.07
ESP-La Liga,2324,Getafe,Borja Mayoral,ESP,FW,26-320,1997,25,1986,79,88.3,22.1,23,83,9,2,36,0,1.36,31,27,4,0.18,1.89,26.6,27.8,-1.3,-0.06,1.44
ESP-La Liga,2324,Getafe,Carles Aleñá,ESP,"MF,FW",26-045,1998,20,768,38,34.1,8.5,8,59,0,12,25,4,1.43,12,16,-4,-0.47,-0.65,10.7,13.8,-3.1,-0.36,-0.2
ESP-La Liga,2324,Getafe,Carmona,ESP,"MF,DF",22-021,2002,17,631,37,28.0,7.0,8,62,2,9,15,1,1.29,11,11,0,0.0,0.06,8.5,11.2,-2.6,-0.37,-0.2
ESP-La Liga,2324,Getafe,Damián Suárez,URU,DF,35-298,1988,16,1299,81,57.7,14.4,15,84,9,1,45,1,1.12,20,24,-4,-0.28,-0.56,15.8,21.7,-5.9,-0.41,-0.43
ESP-La Liga,2324,Getafe,Daniel Fuzato,BRA,GK,26-230,1997,0,,,,,0,,0,0,,25,,,,,,,,,,,
ESP-La Liga,2324,Getafe,David Soria,ESP,GK,30-321,1993,25,2250,90,100.0,25.0,25,90,25,0,,0,1.36,33,34,-1,-0.04,,29.6,35.3,-5.7,-0.23,
ESP-La Liga,2324,Getafe,Diego Rico,ESP,DF,30-361,1993,20,1740,87,77.3,19.3,19,89,15,1,45,0,1.35,30,27,3,0.16,0.86,24.3,27.0,-2.8,-0.14,0.37
ESP-La Liga,2324,Getafe,Djené,TOG,"DF,MF",32-050,1991,22,1623,74,72.1,18.0,20,78,12,2,30,0,1.41,22,23,-1,-0.06,-0.06,18.7,24.5,-5.8,-0.32,-0.34
ESP-La Liga,2324,Getafe,Djordjije Medenica,ESP,GK,17-094,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2324,Getafe,Domingos Duarte,POR,DF,28-346,1995,13,816,63,36.3,9.1,10,76,6,3,18,10,1.15,11,15,-4,-0.44,-0.63,9.9,13.8,-3.9,-0.43,-0.31
ESP-La Liga,2324,Getafe,Enes Ünal,TUR,"FW,MF",26-285,1997,3,140,47,6.2,1.6,1,90,1,2,25,1,1.0,2,3,-1,-0.64,-0.64,1.6,2.1,-0.5,-0.33,-0.11
ESP-La Liga,2324,Getafe,Fabrizio Angileri,ARG,"DF,MF",29-341,1994,7,99,14,4.4,1.1,1,64,0,6,6,14,1.88,4,5,-1,-0.91,-0.91,1.8,2.0,-0.2,-0.22,0.0
ESP-La Liga,2324,Getafe,Facundo Esnáider,ESP,MF,,,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2324,Getafe,Gastón Álvarez,URU,DF,23-332,2000,22,1686,77,74.9,18.7,19,86,16,3,15,1,1.36,19,24,-5,-0.27,-0.91,22.2,26.4,-4.2,-0.22,0.01
ESP-La Liga,2324,Getafe,Gorka Rivera Alonso,ESP,DF,19-202,2004,1,3,3,0.1,0.0,0,,0,1,3,3,0.0,0,0,0,0.0,0.04,0.0,0.2,-0.2,-7.41,-7.19
ESP-La Liga,2324,Getafe,Iglesias,ESP,"DF,FW",25-231,1998,17,1035,61,46.0,11.5,11,80,5,6,27,7,1.44,12,14,-2,-0.17,-0.25,12.7,14.4,-1.7,-0.15,0.15
ESP-La Liga,2324,Getafe,Ilaix Moriba,GUI,MF,21-031,2003,2,35,18,1.6,0.4,0,,0,2,18,0,2.0,1,0,1,2.57,2.65,0.4,0.3,0.1,0.29,0.53
ESP-La Liga,2324,Getafe,Jaime Mata,ESP,"FW,MF",35-118,1988,22,1071,49,47.6,11.9,15,66,3,7,11,1,1.55,19,18,1,0.08,0.24,13.4,19.0,-5.7,-0.47,-0.47
ESP-La Liga,2324,Getafe,Jesús Santiago,ESP,MF,19-270,2004,3,152,51,6.8,1.7,2,75,0,1,3,3,1.33,3,1,2,1.18,1.31,2.4,3.3,-0.9,-0.54,-0.33
ESP-La Liga,2324,Getafe,John Joe,IRL,MF,20-118,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,
ESP-La Liga,2324,Getafe,Jordi,ESP,MF,23-045,2001,8,444,56,19.7,4.9,5,69,0,3,33,7,1.5,10,4,6,1.22,1.57,8.8,6.1,2.8,0.56,0.98
ESP-La Liga,2324,Getafe,Jorge Benito,ESP,GK,18-049,2006,0,,,,,0,,0,0,,14,,,,,,,,,,,
ESP-La Liga,2324,Getafe,Juanmi Latasa,ESP,FW,22-333,2001,22,1125,51,50.0,12.5,12,72,3,10,26,2,1.27,15,16,-1,-0.08,-0.08,15.6,17.7,-2.1,-0.17,0.11
ESP-La Liga,2324,Getafe,Luis Milla,ESP,MF,29-135,1994,14,1078,77,47.9,12.0,12,86,8,2,23,0,1.43,17,18,-1,-0.08,-0.08,17.2,16.7,0.5,0.04,0.52
ESP-La Liga,2324,Getafe,Mason Greenwood,ENG,"MF,FW",22-141,2001,21,1606,76,71.4,17.8,18,85,11,3,27,0,1.43,27,24,3,0.17,0.73,23.3,24.5,-1.2,-0.07,0.55
ESP-La Liga,2324,Getafe,Mauro Arambarri,URU,MF,28-142,1995,7,339,48,15.1,3.8,3,70,1,4,32,0,1.0,4,6,-2,-0.53,-0.58,3.2,4.6,-1.4,-0.38,-0.18
ESP-La Liga,2324,Getafe,Nabil Aberdin,FRA,DF,21-180,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2324,Getafe,Nemanja Maksimović,SRB,MF,29-024,1995,24,2138,89,95.0,23.8,24,89,20,0,,0,1.38,29,33,-4,-0.17,-2.58,26.7,33.6,-6.9,-0.29,-1.26
ESP-La Liga,2324,Getafe,Omar Alderete,PAR,DF,27-055,1996,19,1180,62,52.4,13.1,13,80,10,6,24,3,1.3,20,18,2,0.15,0.4,16.9,19.0,-2.2,-0.17,0.13
ESP-La Liga,2324,Getafe,Portu,ESP,FW,31-274,1992,3,97,32,4.3,1.1,0,,0,3,32,0,1.33,1,1,0,0.0,0.04,1.8,1.8,0.0,-0.01,0.23
ESP-La Liga,2324,Getafe,Santiago García,,FW,22-174,2001,1,25,25,1.1,0.3,0,,0,1,25,1,0.0,0,0,0,0.0,0.04,0.3,0.3,0.0,-0.03,0.2
ESP-La Liga,2324,Getafe,Stefan Mitrović,SRB,DF,33-273,1990,11,699,64,31.1,7.8,9,75,5,2,11,10,1.18,9,11,-2,-0.26,-0.32,5.8,9.4,-3.6,-0.46,-0.34
ESP-La Liga,2324,Getafe,Óscar Rodríguez Arnaiz,ESP,"MF,FW",25-236,1998,12,315,26,14.0,3.5,2,49,0,10,22,8,1.5,8,2,6,1.71,2.04,4.4,2.5,2.0,0.56,0.92
ESP-La Liga,2324,Girona,Aleix García,ESP,MF,26-236,1997,23,2048,89,94.8,22.8,23,89,21,0,,0,2.3,47,28,19,0.83,-2.38,37.9,32.7,5.2,0.23,-0.73
ESP-La Liga,2324,Girona,Antal Yaakobishvili,HUN,DF,19-222,2004,1,61,61,2.8,0.7,0,,0,1,61,4,3.0,2,0,2,2.95,2.05,1.5,0.4,1.1,1.55,1.32
ESP-La Liga,2324,Girona,Arnau Martinez,ESP,DF,20-300,2003,14,919,66,42.5,10.2,11,79,4,3,16,9,2.57,16,7,9,0.88,-0.13,14.5,12.8,1.8,0.17,-0.17
ESP-La Liga,2324,Girona,Artem Dovbyk,UKR,FW,26-243,1997,22,1403,64,65.0,15.6,18,72,3,4,26,0,2.45,37,20,17,1.09,0.38,28.9,21.4,7.6,0.48,0.62
ESP-La Liga,2324,Girona,Bernardo Espinosa,COL,DF,34-223,1989,2,2,1,0.1,0.0,0,,0,2,1,11,2.0,0,0,0,0.0,-0.96,0.2,0.3,-0.1,-3.28,-3.55
ESP-La Liga,2324,Girona,Borja García,ESP,"FW,MF",33-109,1990,0,,,,,0,,0,0,,5,,,,,,,,,,,
ESP-La Liga,2324,Girona,Cristhian Stuani,URU,FW,37-130,1986,22,682,31,31.6,7.6,5,65,0,17,21,1,2.27,17,9,8,1.06,0.14,12.3,12.6,-0.3,-0.04,-0.45
ESP-La Liga,2324,Girona,Daley Blind,NED,DF,33-347,1990,23,1982,86,91.8,22.0,22,90,21,1,3,0,2.43,50,24,26,1.18,2.7,38.3,29.1,9.2,0.42,1.84
ESP-La Liga,2324,Girona,David López,ESP,"DF,MF",34-133,1989,15,1188,79,55.0,13.2,15,79,10,0,,1,2.53,31,15,16,1.21,0.56,22.4,18.2,4.2,0.32,0.11
ESP-La Liga,2324,Girona,Eric García,ESP,DF,23-041,2001,16,1400,88,64.8,15.6,16,88,13,0,,1,2.25,37,24,13,0.84,-0.35,30.2,25.6,4.6,0.3,0.09
ESP-La Liga,2324,Girona,Eric Monjonell,ESP,DF,22-065,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2324,Girona,Ibrahima Kebe,MLI,MF,23-201,2000,2,9,5,0.4,0.1,0,,0,2,5,15,2.0,0,0,0,0.0,-0.96,0.1,0.3,-0.2,-1.57,-1.85
ESP-La Liga,2324,Girona,Iker Almena,ESP,FW,19-291,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,
ESP-La Liga,2324,Girona,Iván Martín,ESP,"MF,FW",25-005,1999,23,1721,75,79.7,19.1,21,81,7,2,14,1,2.43,42,23,19,0.99,0.17,32.0,26.3,5.7,0.3,0.15
ESP-La Liga,2324,Girona,Jastin García,ESP,FW,20-035,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2324,Girona,Jhon Solis,COL,MF,19-139,2004,10,164,16,7.6,1.8,0,,0,10,16,10,1.8,3,2,1,0.55,-0.44,2.9,3.7,-0.9,-0.48,-0.8
ESP-La Liga,2324,Girona,Juan Carlos,ESP,GK,36-030,1988,0,,,,,0,,0,0,,17,,,,,,,,,,,
ESP-La Liga,2324,Girona,Juanpe,ESP,DF,32-295,1991,10,399,40,18.5,4.4,3,70,2,7,27,13,2.3,6,8,-2,-0.45,-1.73,5.3,7.9,-2.5,-0.57,-1.02
ESP-La Liga,2324,Girona,Manu Vallejo,ESP,"FW,MF",27-005,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2324,Girona,Miguel Gutiérrez,ESP,"DF,MF",22-207,2001,23,2041,89,94.5,22.7,23,89,22,0,,1,2.3,47,26,21,0.93,-0.59,36.9,32.0,4.9,0.21,-0.95
ESP-La Liga,2324,Girona,Pablo Torre,ESP,"MF,FW",20-322,2003,17,504,30,23.3,5.6,3,62,0,14,23,6,2.06,7,8,-1,-0.18,-1.48,6.8,10.3,-3.6,-0.63,-1.18
