,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2324,Brighton,Mahmoud Dahoud,GER,MF,28-058,1996,5.0,0,6,1,16.7,1.19,0.2,0.0,0.0,26.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ENG-Premier League,2324,Brighton,Pascal Groß,GER,"MF,DF",32-258,1991,23.2,4,44,15,34.1,1.89,0.65,0.07,0.2,19.5,4,1,1,5.3,4.6,0.1,-1.3,-1.6
ENG-Premier League,2324,Brighton,Pervis Estupiñán,ECU,DF,26-038,1998,9.9,2,9,5,55.6,0.91,0.51,0.22,0.4,18.7,0,0,0,0.9,0.9,0.1,1.1,1.1
ENG-Premier League,2324,Brighton,Simon Adingra,CIV,FW,22-058,2002,14.7,6,31,14,45.2,2.11,0.95,0.19,0.43,15.8,0,0,0,3.0,3.0,0.1,3.0,3.0
ENG-Premier League,2324,Brighton,Solly March,ENG,"FW,DF",29-223,1994,6.2,3,14,6,42.9,2.27,0.97,0.21,0.5,16.6,1,0,0,2.0,2.0,0.14,1.0,1.0
ENG-Premier League,2324,Brighton,Tariq Lamptey,GHA,"DF,FW",23-151,2000,5.7,0,5,0,0.0,0.87,0.0,0.0,,19.1,0,0,0,0.4,0.4,0.08,-0.4,-0.4
ENG-Premier League,2324,Burnley,Aaron Ramsey,ENG,"MF,FW",21-038,2003,5.9,0,6,2,33.3,1.02,0.34,0.0,0.0,16.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3
ENG-Premier League,2324,Burnley,Ameen Al-Dakhil,BEL,DF,21-359,2002,11.7,1,8,3,37.5,0.68,0.26,0.13,0.33,16.0,0,0,0,1.3,1.3,0.16,-0.3,-0.3
ENG-Premier League,2324,Burnley,Anass Zaroury,MAR,"FW,MF",23-113,2000,1.7,0,3,1,33.3,1.78,0.59,0.0,0.0,20.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ENG-Premier League,2324,Burnley,Benson Manuel,BEL,"MF,FW",26-337,1997,0.9,0,2,1,50.0,2.34,1.17,0.0,0.0,22.0,0,0,0,0.0,0.0,0.01,0.0,0.0
ENG-Premier League,2324,Burnley,Charlie Taylor,ENG,DF,30-163,1993,17.1,1,7,1,14.3,0.41,0.06,0.14,1.0,25.1,0,0,0,0.1,0.1,0.02,0.9,0.9
ENG-Premier League,2324,Burnley,Connor Roberts,WAL,DF,28-158,1995,9.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Burnley,Dara O'Shea,IRL,DF,24-361,1999,21.4,1,12,3,25.0,0.56,0.14,0.08,0.33,10.6,0,0,0,0.4,0.4,0.04,0.6,0.6
ENG-Premier League,2324,Burnley,David Datro Fofana,CIV,FW,21-068,2002,3.7,2,6,3,50.0,1.64,0.82,0.33,0.67,12.3,0,0,0,2.0,2.0,0.33,0.0,0.0
ENG-Premier League,2324,Burnley,Han-Noah Massengo,FRA,"MF,DF",22-236,2001,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Burnley,Hannes Delcroix,BEL,DF,25-000,1999,6.3,0,4,2,50.0,0.64,0.32,0.0,0.0,11.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4
ENG-Premier League,2324,Burnley,Hjalmar Ekdal,SWE,DF,25-130,1998,3.6,0,2,1,50.0,0.55,0.28,0.0,0.0,16.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2324,Burnley,Jack Cork,ENG,MF,34-248,1989,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Burnley,Jacob Bruun Larsen,DEN,"MF,FW",25-162,1998,5.4,2,16,3,18.8,2.98,0.56,0.13,0.67,19.6,4,0,0,1.3,1.3,0.08,0.7,0.7
ENG-Premier League,2324,Burnley,James Trafford,ENG,GK,21-141,2002,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Burnley,Jay Rodriguez,ENG,FW,34-214,1989,8.1,2,17,6,35.3,2.1,0.74,0.06,0.17,13.0,0,1,1,3.0,2.2,0.13,-1.0,-1.2
ENG-Premier League,2324,Burnley,Jordan Beyer,GER,DF,23-285,2000,13.7,0,5,0,0.0,0.36,0.0,0.0,,8.2,0,0,0,0.5,0.5,0.1,-0.5,-0.5
ENG-Premier League,2324,Burnley,Josh Brownhill,ENG,MF,28-071,1995,22.0,3,22,8,36.4,1.0,0.36,0.14,0.38,21.4,0,0,0,1.3,1.3,0.06,1.7,1.7
ENG-Premier League,2324,Burnley,Josh Cullen,IRL,MF,27-327,1996,11.0,0,4,0,0.0,0.36,0.0,0.0,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2324,Burnley,Jóhann Berg Guðmundsson,ISL,MF,33-124,1990,11.6,0,10,3,30.0,0.86,0.26,0.0,0.0,15.3,1,0,0,0.9,0.9,0.09,-0.9,-0.9
ENG-Premier League,2324,Burnley,Lorenz Assignon,TOG,DF,23-251,2000,3.9,0,1,0,0.0,0.26,0.0,0.0,,28.8,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,2324,Burnley,Luca Koleosho,ITA,"MF,FW",19-166,2004,10.8,1,23,5,21.7,2.13,0.46,0.04,0.2,18.5,0,0,0,2.0,2.0,0.09,-1.0,-1.0
ENG-Premier League,2324,Burnley,Lyle Foster,RSA,FW,23-178,2000,12.5,4,20,9,45.0,1.6,0.72,0.2,0.44,16.3,0,0,0,2.0,2.0,0.1,2.0,2.0
ENG-Premier League,2324,Burnley,Maxime Estève,FRA,DF,21-278,2002,3.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Burnley,Michael Obafemi,IRL,"FW,MF",23-237,2000,0.2,0,2,0,0.0,9.0,0.0,0.0,,19.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,2324,Burnley,Mike Trésor,BEL,"FW,MF",24-276,1999,4.5,0,5,0,0.0,1.11,0.0,0.0,,19.7,1,0,0,0.5,0.5,0.09,-0.5,-0.5
ENG-Premier League,2324,Burnley,Nathan Redmond,ENG,"FW,MF",29-359,1994,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Burnley,Sander Berge,NOR,MF,26-014,1998,21.4,1,16,3,18.8,0.75,0.14,0.06,0.33,16.1,0,0,0,1.5,1.5,0.1,-0.5,-0.5
ENG-Premier League,2324,Burnley,Vitinho,BRA,DF,24-220,1999,16.0,0,10,1,10.0,0.62,0.06,0.0,0.0,19.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4
ENG-Premier League,2324,Burnley,Wilson Odobert,FRA,"MF,FW",19-092,2004,11.9,3,21,7,33.3,1.76,0.59,0.14,0.43,19.2,0,0,0,1.0,1.0,0.05,2.0,2.0
ENG-Premier League,2324,Burnley,Zeki Amdouni,SUI,FW,23-086,2000,19.3,4,38,19,50.0,1.97,0.99,0.11,0.21,17.2,0,0,0,4.2,4.2,0.11,-0.2,-0.2
ENG-Premier League,2324,Chelsea,Alex Matos,ENG,MF,19-148,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Chelsea,Alfie Gilchrist,ENG,"DF,FW",20-092,2003,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Chelsea,Armando Broja,ALB,FW,22-171,2001,5.0,1,13,2,15.4,2.58,0.4,0.08,0.5,11.1,0,0,0,2.4,2.4,0.18,-1.4,-1.4
ENG-Premier League,2324,Chelsea,Axel Disasi,FRA,DF,25-354,1998,22.7,1,10,3,30.0,0.44,0.13,0.1,0.33,12.2,0,0,0,1.1,1.1,0.11,-0.1,-0.1
ENG-Premier League,2324,Chelsea,Ben Chilwell,ENG,DF,27-069,1996,7.3,0,9,3,33.3,1.24,0.41,0.0,0.0,14.7,1,0,0,1.1,1.1,0.12,-1.1,-1.1
ENG-Premier League,2324,Chelsea,Benoît Badiashile,FRA,DF,22-339,2001,6.2,0,2,1,50.0,0.32,0.16,0.0,0.0,11.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,2324,Chelsea,Carney Chukwuemeka,ENG,MF,20-131,2003,1.9,1,2,2,100.0,1.06,1.06,0.5,0.5,17.5,0,0,0,0.1,0.1,0.07,0.9,0.9
ENG-Premier League,2324,Chelsea,Cesare Casadei,ITA,MF,21-049,2003,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Chelsea,Christopher Nkunku,FRA,"FW,MF",26-106,1997,3.5,2,11,5,45.5,3.1,1.41,0.18,0.4,9.7,0,0,0,1.7,1.7,0.16,0.3,0.3
ENG-Premier League,2324,Chelsea,Cole Palmer,ENG,"FW,MF",21-298,2002,17.4,10,43,16,37.2,2.47,0.92,0.12,0.31,23.0,4,5,5,8.4,4.5,0.1,1.6,0.5
ENG-Premier League,2324,Chelsea,Conor Gallagher,ENG,MF,24-022,2000,22.2,2,31,11,35.5,1.39,0.49,0.06,0.18,20.4,0,0,0,2.3,2.3,0.07,-0.3,-0.3
ENG-Premier League,2324,Chelsea,Deivid Washington,BRA,DF,18-268,2005,0.1,0,1,0,0.0,9.0,0.0,0.0,,9.0,0,0,0,0.5,0.5,0.47,-0.5,-0.5
ENG-Premier League,2324,Chelsea,Enzo Fernández,ARG,MF,23-042,2001,19.0,3,35,11,31.4,1.84,0.58,0.06,0.18,21.8,2,1,2,5.6,4.0,0.11,-2.6,-2.0
ENG-Premier League,2324,Chelsea,Ian Maatsen,NED,"FW,MF",21-355,2002,2.3,0,5,0,0.0,2.15,0.0,0.0,,17.1,0,0,0,0.8,0.8,0.16,-0.8,-0.8
ENG-Premier League,2324,Chelsea,Lesley Ugochukwu,FRA,MF,19-339,2004,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Chelsea,Levi Colwill,ENG,DF,21-002,2003,19.1,1,11,3,27.3,0.58,0.16,0.09,0.33,11.9,0,0,0,1.3,1.3,0.12,-0.3,-0.3
ENG-Premier League,2324,Chelsea,Malo Gusto,FRA,DF,20-285,2003,13.2,0,8,1,12.5,0.61,0.08,0.0,0.0,20.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
ENG-Premier League,2324,Chelsea,Marc Cucurella,ESP,DF,25-221,1998,7.8,0,4,3,75.0,0.51,0.38,0.0,0.0,14.7,0,0,0,0.8,0.8,0.2,-0.8,-0.8
ENG-Premier League,2324,Chelsea,Mason Burstow,ENG,FW,20-208,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Chelsea,Moisés Caicedo,ECU,MF,22-118,2001,19.6,0,6,1,16.7,0.31,0.05,0.0,0.0,25.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ENG-Premier League,2324,Chelsea,Mykhailo Mudryk,UKR,FW,23-054,2001,9.7,3,16,4,25.0,1.65,0.41,0.19,0.75,17.7,0,0,0,2.0,2.0,0.13,1.0,1.0
ENG-Premier League,2324,Chelsea,Nicolas Jackson,SEN,FW,22-253,2001,18.2,7,48,21,43.8,2.64,1.16,0.15,0.33,12.4,0,0,0,11.3,11.3,0.23,-4.3,-4.3
ENG-Premier League,2324,Chelsea,Noni Madueke,ENG,FW,21-355,2002,3.9,2,9,3,33.3,2.32,0.77,0.11,0.33,19.0,0,1,1,1.2,0.4,0.04,0.8,0.6
ENG-Premier League,2324,Chelsea,Raheem Sterling,ENG,"FW,MF",29-082,1994,19.2,6,40,15,37.5,2.08,0.78,0.15,0.4,13.6,3,0,0,5.3,5.3,0.13,0.7,0.7
ENG-Premier League,2324,Chelsea,Reece James,ENG,DF,24-082,1999,4.3,0,7,1,14.3,1.62,0.23,0.0,0.0,20.9,3,0,0,0.3,0.3,0.04,-0.3,-0.3
ENG-Premier League,2324,Chelsea,Robert Sánchez,ESP,GK,26-102,1997,15.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Chelsea,Roméo Lavia,BEL,MF,20-053,2004,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Chelsea,Thiago Silva,BRA,DF,39-159,1984,22.0,2,9,3,33.3,0.41,0.14,0.22,0.67,9.4,0,0,0,0.4,0.4,0.05,1.6,1.6
ENG-Premier League,2324,Chelsea,Trevoh Chalobah,ENG,DF,24-238,1999,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Chelsea,Đorđe Petrović,SRB,GK,24-143,1999,9.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Crystal Palace,Adam Wharton,ENG,MF,19-271,2004,3.4,0,1,0,0.0,0.3,0.0,0.0,,23.8,0,0,0,0.0,0.0,0.05,0.0,0.0
ENG-Premier League,2324,Crystal Palace,Cheick Doucouré,MLI,MF,24-051,2000,10.2,0,6,2,33.3,0.59,0.2,0.0,0.0,21.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ENG-Premier League,2324,Crystal Palace,Chris Richards,USA,"DF,MF",23-337,2000,14.3,1,6,1,16.7,0.42,0.07,0.17,1.0,9.7,0,0,0,0.3,0.3,0.05,0.7,0.7
ENG-Premier League,2324,Crystal Palace,Daniel Muñoz,COL,DF,27-278,1996,4.0,0,2,0,0.0,0.5,0.0,0.0,,7.3,0,0,0,0.3,0.3,0.13,-0.3,-0.3
ENG-Premier League,2324,Crystal Palace,David Ozoh,ENG,MF,18-273,2005,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Crystal Palace,Dean Henderson,ENG,GK,26-353,1997,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Crystal Palace,Eberechi Eze,ENG,"MF,FW",25-244,1998,12.9,5,47,18,38.3,3.64,1.4,0.09,0.22,21.4,9,1,1,4.8,4.1,0.09,0.2,-0.1
ENG-Premier League,2324,Crystal Palace,James Tomkins,ENG,DF,34-336,1989,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Crystal Palace,Jaïro Riedewald,NED,"MF,FW",27-172,1996,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Crystal Palace,Jean-Philippe Mateta,FRA,FW,26-245,1997,14.8,4,19,8,42.1,1.28,0.54,0.11,0.25,14.9,0,2,2,3.8,2.3,0.12,0.2,-0.3
ENG-Premier League,2324,Crystal Palace,Jefferson Lerma,COL,MF,29-126,1994,20.5,1,30,9,30.0,1.46,0.44,0.03,0.11,18.4,0,0,0,2.6,2.6,0.09,-1.6,-1.6
ENG-Premier League,2324,Crystal Palace,Jeffrey Schlupp,GHA,"FW,MF",31-067,1992,13.6,1,17,9,52.9,1.25,0.66,0.06,0.11,18.6,0,0,0,1.7,1.7,0.1,-0.7,-0.7
ENG-Premier League,2324,Crystal Palace,Jesuran Rak Sakyi,ENG,"MF,FW",21-146,2002,1.5,0,5,1,20.0,3.31,0.66,0.0,0.0,15.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4
ENG-Premier League,2324,Crystal Palace,Joachim Andersen,DEN,DF,27-273,1996,26.0,2,17,8,47.1,0.65,0.31,0.12,0.25,14.0,1,0,0,1.2,1.2,0.07,0.8,0.8
ENG-Premier League,2324,Crystal Palace,Joel Ward,ENG,DF,34-122,1989,16.8,0,9,0,0.0,0.54,0.0,0.0,,19.0,0,0,0,0.7,0.7,0.08,-0.7,-0.7
ENG-Premier League,2324,Crystal Palace,Jordan Ayew,GHA,"FW,MF",32-170,1991,22.2,4,38,15,39.5,1.71,0.68,0.11,0.27,16.8,0,0,0,3.3,3.3,0.09,0.7,0.7
ENG-Premier League,2324,Crystal Palace,Marc Guéhi,ENG,DF,23-230,2000,21.2,0,5,0,0.0,0.24,0.0,0.0,,9.7,0,0,0,0.6,0.6,0.13,-0.6,-0.6
ENG-Premier League,2324,Crystal Palace,Matheus França,BRA,"MF,FW",19-333,2004,2.3,0,8,2,25.0,3.48,0.87,0.0,0.0,21.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
ENG-Premier League,2324,Crystal Palace,Michael Olise,FRA,"FW,MF",22-078,2001,8.4,6,30,9,30.0,3.58,1.07,0.17,0.56,17.9,2,1,1,3.2,2.4,0.08,2.8,2.6
ENG-Premier League,2324,Crystal Palace,Naouirou Ahamada,FRA,"MF,FW",21-336,2002,2.4,0,5,1,20.0,2.1,0.42,0.0,0.0,20.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ENG-Premier League,2324,Crystal Palace,Nathaniel Clyne,ENG,DF,32-329,1991,8.0,0,2,0,0.0,0.25,0.0,0.0,,23.0,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2324,Crystal Palace,Odsonne Édouard,FRA,"FW,MF",26-043,1998,15.5,6,46,17,37.0,2.96,1.1,0.13,0.35,13.5,3,0,0,5.7,5.7,0.12,0.3,0.3
ENG-Premier League,2324,Crystal Palace,Remi Matthews,ENG,GK,30-018,1994,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Crystal Palace,Sam Johnstone,ENG,GK,30-340,1993,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Crystal Palace,Tyrick Mitchell,ENG,DF,24-180,1999,24.1,1,4,2,50.0,0.17,0.08,0.25,0.5,14.7,0,0,0,0.6,0.6,0.14,0.4,0.4
ENG-Premier League,2324,Crystal Palace,Will Hughes,ENG,MF,28-317,1995,14.3,0,4,2,50.0,0.28,0.14,0.0,0.0,18.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ENG-Premier League,2324,Everton,Abdoulaye Doucouré,MLI,"FW,MF",31-058,1993,18.8,6,33,16,48.5,1.76,0.85,0.18,0.38,12.6,0,0,0,5.9,5.9,0.2,0.1,0.1
ENG-Premier League,2324,Everton,Alex Iwobi,NGA,MF,27-301,1996,1.6,0,4,2,50.0,2.57,1.29,0.0,0.0,16.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3
ENG-Premier League,2324,Everton,Amadou Onana,BEL,MF,22-196,2001,16.5,2,20,5,25.0,1.21,0.3,0.1,0.4,18.3,0,0,0,1.7,1.7,0.08,0.3,0.3
ENG-Premier League,2324,Everton,André Gomes,POR,MF,30-213,1993,1.8,1,2,1,50.0,1.13,0.57,0.5,1.0,15.2,0,0,0,0.1,0.1,0.03,0.9,0.9
ENG-Premier League,2324,Everton,Arnaut Danjuma,NED,"MF,FW",27-028,1997,6.6,1,25,9,36.0,3.78,1.36,0.04,0.11,16.0,1,0,0,2.6,2.6,0.1,-1.6,-1.6
ENG-Premier League,2324,Everton,Ashley Young,ENG,"DF,MF",38-234,1985,16.8,0,9,1,11.1,0.54,0.06,0.0,0.0,23.5,3,0,0,0.4,0.4,0.05,-0.4,-0.4
ENG-Premier League,2324,Everton,Ben Godfrey,ENG,DF,26-044,1998,5.4,0,7,2,28.6,1.29,0.37,0.0,0.0,10.9,0,0,0,0.9,0.9,0.15,-0.9,-0.9
ENG-Premier League,2324,Everton,Beto,GNB,FW,26-028,1998,6.8,1,29,5,17.2,4.26,0.73,0.03,0.2,14.4,0,0,0,3.3,3.3,0.11,-2.3,-2.3
ENG-Premier League,2324,Everton,Dominic Calvert-Lewin,ENG,FW,26-349,1997,17.1,3,49,15,30.6,2.87,0.88,0.06,0.2,12.6,0,0,0,9.0,9.0,0.18,-6.0,-6.0
ENG-Premier League,2324,Everton,Dwight McNeil,ENG,"MF,FW",24-098,1999,20.4,2,33,8,24.2,1.62,0.39,0.06,0.25,20.7,0,0,0,1.9,1.9,0.06,0.1,0.1
ENG-Premier League,2324,Everton,Idrissa Gana Gueye,SEN,MF,34-155,1989,14.5,1,20,3,15.0,1.38,0.21,0.05,0.33,22.2,0,0,0,1.1,1.1,0.05,-0.1,-0.1
ENG-Premier League,2324,Everton,Jack Harrison,ENG,"MF,FW",27-100,1996,17.7,3,23,8,34.8,1.3,0.45,0.13,0.38,16.6,1,0,0,3.1,3.1,0.14,-0.1,-0.1
ENG-Premier League,2324,Everton,James Garner,ENG,MF,22-352,2001,23.9,1,29,9,31.0,1.22,0.38,0.03,0.11,21.9,4,0,0,2.1,2.1,0.07,-1.1,-1.1
ENG-Premier League,2324,Everton,James Tarkowski,ENG,DF,31-101,1992,26.0,1,18,3,16.7,0.69,0.12,0.06,0.33,9.9,0,0,0,1.9,1.9,0.11,-0.9,-0.9
ENG-Premier League,2324,Everton,Jarrad Branthwaite,ENG,DF,21-246,2002,23.0,2,8,3,37.5,0.35,0.13,0.25,0.67,11.3,0,0,0,1.4,1.4,0.18,0.6,0.6
ENG-Premier League,2324,Everton,Jordan Pickford,ENG,GK,29-358,1994,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Everton,Lewis Dobbin,ENG,MF,21-056,2003,2.0,1,4,2,50.0,2.01,1.01,0.25,0.5,13.3,0,0,0,0.2,0.2,0.06,0.8,0.8
ENG-Premier League,2324,Everton,Michael Keane,ENG,DF,31-048,1993,4.5,1,6,4,66.7,1.34,0.89,0.17,0.25,10.8,0,0,0,0.7,0.7,0.12,0.3,0.3
ENG-Premier League,2324,Everton,Nathan Patterson,SCO,DF,22-135,2001,10.7,0,4,0,0.0,0.37,0.0,0.0,,20.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3
ENG-Premier League,2324,Everton,Neal Maupay,FRA,FW,27-198,1996,1.2,0,5,4,80.0,4.05,3.24,0.0,0.0,12.5,0,0,0,1.4,1.4,0.29,-1.4,-1.4
ENG-Premier League,2324,Everton,Séamus Coleman,IRL,DF,35-140,1988,2.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Everton,Thomas Cannon,IRL,FW,21-062,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Everton,Tyler Onyango,ENG,MF,20-361,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Everton,Vitaliy Mykolenko,UKR,DF,24-275,1999,21.0,2,20,5,25.0,0.95,0.24,0.1,0.4,18.4,0,0,0,1.4,1.4,0.07,0.6,0.6
ENG-Premier League,2324,Everton,Youssef Chermiti,POR,FW,19-280,2004,0.7,0,4,1,25.0,5.54,1.38,0.0,0.0,13.5,0,0,0,0.5,0.5,0.13,-0.5,-0.5
ENG-Premier League,2324,Fulham,Adama Traoré,ESP,"FW,MF",28-034,1996,0.9,0,2,2,100.0,2.25,2.25,0.0,0.0,9.6,0,0,0,0.7,0.7,0.34,-0.7,-0.7
ENG-Premier League,2324,Fulham,Aleksandar Mitrović,SRB,FW,29-165,1994,0.4,0,2,1,50.0,5.45,2.73,0.0,0.0,11.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
ENG-Premier League,2324,Fulham,Alex Iwobi,NGA,"FW,MF",27-301,1996,13.8,4,36,12,33.3,2.61,0.87,0.11,0.33,18.0,0,0,0,4.1,4.1,0.11,-0.1,-0.1
ENG-Premier League,2324,Fulham,Andreas Pereira,BRA,MF,28-058,1996,20.0,1,31,8,25.8,1.55,0.4,0.03,0.13,23.7,6,0,0,1.7,1.7,0.06,-0.7,-0.7
ENG-Premier League,2324,Fulham,Antonee Robinson,USA,DF,26-204,1997,24.4,0,10,4,40.0,0.41,0.16,0.0,0.0,20.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5
ENG-Premier League,2324,Fulham,Armando Broja,ALB,FW,22-171,2001,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Fulham,Bernd Leno,GER,GK,31-361,1992,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Fulham,Bobby Reid,JAM,FW,31-026,1993,12.9,5,24,7,29.2,1.87,0.54,0.21,0.71,15.9,0,0,0,3.6,3.6,0.15,1.4,1.4
ENG-Premier League,2324,Fulham,Calvin Bassey,NGA,DF,24-059,1999,13.6,1,3,1,33.3,0.22,0.07,0.33,1.0,11.9,0,0,0,0.2,0.2,0.07,0.8,0.8
ENG-Premier League,2324,Fulham,Carlos Vinícius,BRA,FW,28-340,1995,3.5,2,9,5,55.6,2.57,1.43,0.22,0.4,10.9,0,0,0,1.6,1.6,0.18,0.4,0.4
ENG-Premier League,2324,Fulham,Fodé Ballo-Touré,SEN,"DF,MF",27-056,1997,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2324,Fulham,Harrison Reed,ENG,MF,29-032,1995,11.0,0,6,0,0.0,0.55,0.0,0.0,,22.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ENG-Premier League,2324,Fulham,Harry Wilson,WAL,FW,26-343,1997,13.8,2,26,9,34.6,1.89,0.65,0.08,0.22,20.9,3,0,0,1.9,1.9,0.07,0.1,0.1
ENG-Premier League,2324,Fulham,Issa Diop,FRA,DF,27-050,1997,12.8,0,4,1,25.0,0.31,0.08,0.0,0.0,15.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ENG-Premier League,2324,Fulham,João Palhinha,POR,MF,28-234,1995,20.5,3,24,9,37.5,1.17,0.44,0.13,0.33,17.5,0,0,0,1.5,1.5,0.06,1.5,1.5
ENG-Premier League,2324,Fulham,Kenny Tete,NED,DF,28-142,1995,7.5,1,3,1,33.3,0.4,0.13,0.33,1.0,8.8,0,0,0,0.8,0.8,0.26,0.2,0.2
ENG-Premier League,2324,Fulham,Luke Harris,WAL,MF,18-331,2005,0.8,0,1,1,100.0,1.2,1.2,0.0,0.0,11.2,0,0,0,0.3,0.3,0.28,-0.3,-0.3
ENG-Premier League,2324,Fulham,Raúl Jiménez,MEX,FW,32-299,1991,13.8,5,36,15,41.7,2.61,1.09,0.14,0.33,15.1,0,0,0,4.5,4.5,0.12,0.5,0.5
ENG-Premier League,2324,Fulham,Rodrigo Muniz,BRA,FW,22-300,2001,7.8,4,31,10,32.3,3.99,1.29,0.13,0.4,13.0,0,0,0,3.1,3.1,0.1,0.9,0.9
ENG-Premier League,2324,Fulham,Saša Lukić,SRB,MF,27-199,1996,5.4,0,6,1,16.7,1.11,0.18,0.0,0.0,21.8,0,0,0,0.8,0.8,0.13,-0.8,-0.8
ENG-Premier League,2324,Fulham,Tim Ream,USA,DF,36-146,1987,15.7,1,1,1,100.0,0.06,0.06,1.0,1.0,1.3,0,0,0,1.0,1.0,0.96,0.0,0.0
ENG-Premier League,2324,Fulham,Timothy Castagne,BEL,DF,28-085,1995,19.5,0,11,2,18.2,0.56,0.1,0.0,0.0,11.9,0,0,0,1.3,1.3,0.12,-1.3,-1.3
