,,,,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2324,Betis,Juan Cruz,ESP,FW,23-309,2000,0.8,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ESP-La Liga,2324,Betis,Juan Miranda,ESP,DF,24-040,2000,12.1,20,13,9,7,4,8,15,53.3,7,18,4,14,10,30,46,0
ESP-La Liga,2324,Betis,Luiz Felipe,ITA,DF,26-343,1997,4.0,7,3,5,2,0,4,5,80.0,1,10,4,6,4,11,16,0
ESP-La Liga,2324,Betis,Luiz Henrique,BRA,FW,23-057,2001,6.8,15,11,4,10,1,9,14,64.3,5,11,0,11,5,20,8,0
ESP-La Liga,2324,Betis,Marc Bartra,ESP,DF,33-044,1991,2.5,4,3,3,1,0,4,5,80.0,1,3,1,2,3,7,10,0
ESP-La Liga,2324,Betis,Marc Roca,ESP,MF,27-094,1996,19.5,45,30,14,26,5,26,45,57.8,19,26,5,21,16,61,20,1
ESP-La Liga,2324,Betis,Nabil Fekir,FRA,"MF,FW",30-225,1993,5.5,8,5,3,3,2,4,6,66.7,2,5,0,5,4,12,0,0
ESP-La Liga,2324,Betis,Pablo Busto,ESP,DF,18-166,2005,0.5,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,3,0
ESP-La Liga,2324,Betis,Pablo Fornals,ESP,"FW,MF",28-006,1996,3.3,1,1,0,0,1,0,1,0.0,1,4,0,4,4,5,2,0
ESP-La Liga,2324,Betis,Paul Akouokou,CIV,MF,26-070,1997,0.3,5,3,0,2,3,3,3,100.0,0,3,1,2,1,6,1,0
ESP-La Liga,2324,Betis,Ricardo Visus,ESP,DF,22-310,2001,0.8,,0,,,,,,,,,,,1,,,
ESP-La Liga,2324,Betis,Rodri,ESP,"FW,MF",23-288,2000,9.1,14,8,5,7,2,8,18,44.4,10,9,0,9,7,21,1,0
ESP-La Liga,2324,Betis,Rui Silva,POR,GK,30-021,1994,16.5,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,7,1
ESP-La Liga,2324,Betis,Sergi Altimira,ESP,MF,22-187,2001,5.6,15,8,8,6,1,11,22,50.0,11,12,1,11,8,23,10,0
ESP-La Liga,2324,Betis,Sokratis Papastathopoulos,GRE,DF,35-264,1988,6.8,6,4,3,3,0,5,7,71.4,2,11,7,4,5,11,36,0
ESP-La Liga,2324,Betis,William Carvalho,POR,MF,31-327,1992,4.4,14,9,6,7,1,7,9,77.8,2,3,1,2,3,17,4,0
ESP-La Liga,2324,Betis,Willian José,BRA,FW,32-097,1991,13.8,6,2,1,2,3,1,3,33.3,2,8,2,6,1,7,13,0
ESP-La Liga,2324,Betis,Youssouf Sabaly,SEN,DF,30-360,1993,4.0,7,4,5,1,1,2,3,66.7,1,4,1,3,7,14,13,0
ESP-La Liga,2324,Celta Vigo,Anastasios Douvikas,GRE,FW,24-210,1999,6.7,10,5,2,3,5,1,6,16.7,5,3,2,1,1,11,7,0
ESP-La Liga,2324,Celta Vigo,Carl Starfelt,SWE,DF,28-272,1995,17.9,25,22,20,4,1,12,20,60.0,8,26,22,4,22,47,124,2
ESP-La Liga,2324,Celta Vigo,Carles Pérez,ESP,"MF,FW",26-012,1998,4.9,6,3,2,3,1,4,9,44.4,5,8,0,8,4,10,3,0
ESP-La Liga,2324,Celta Vigo,Carlos Dominguez,ESP,DF,23-017,2001,11.0,22,12,9,9,4,15,22,68.2,7,15,6,9,20,42,52,0
ESP-La Liga,2324,Celta Vigo,Carlos Dotor,ESP,MF,22-350,2001,7.7,14,7,3,8,3,4,13,30.8,9,12,2,10,4,18,3,0
ESP-La Liga,2324,Celta Vigo,Fran Beltrán,ESP,MF,25-025,1999,16.1,33,18,12,16,5,16,40,40.0,24,17,0,17,14,47,18,0
ESP-La Liga,2324,Celta Vigo,Franco Cervi,ARG,"MF,DF",29-278,1994,4.8,17,12,9,7,1,9,19,47.4,10,14,0,14,7,24,4,0
ESP-La Liga,2324,Celta Vigo,Gabriel Veiga,ESP,FW,21-277,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2324,Celta Vigo,Hugo Sotelo,ESP,MF,20-071,2003,3.5,8,7,1,5,2,2,7,28.6,5,5,1,4,1,9,2,0
ESP-La Liga,2324,Celta Vigo,Hugo Álvarez,ESP,MF,20-241,2003,0.4,1,1,0,0,1,1,2,50.0,1,1,0,1,1,2,0,0
ESP-La Liga,2324,Celta Vigo,Iago Aspas,ESP,FW,36-211,1987,19.9,5,3,1,4,0,0,8,0.0,8,13,2,11,8,13,6,0
ESP-La Liga,2324,Celta Vigo,Iván Villar,ESP,GK,26-234,1997,9.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,0
ESP-La Liga,2324,Celta Vigo,Jailson Siqueira,BRA,"MF,DF",28-174,1995,3.4,11,5,9,2,0,6,8,75.0,2,5,1,4,8,19,16,0
ESP-La Liga,2324,Celta Vigo,Javier Manquillo,ESP,"MF,DF",29-299,1994,2.6,8,5,2,3,3,6,8,75.0,2,8,1,7,0,8,6,0
ESP-La Liga,2324,Celta Vigo,Jonathan Bamba,CIV,"MF,FW",27-339,1996,15.6,11,7,4,5,2,1,11,9.1,10,15,0,15,11,22,9,0
ESP-La Liga,2324,Celta Vigo,Joseph Aidoo,GHA,DF,28-152,1995,4.5,8,3,6,2,0,4,8,50.0,4,3,1,2,4,12,28,0
ESP-La Liga,2324,Celta Vigo,Jørgen Strand Larsen,NOR,FW,24-022,2000,22.8,13,8,1,9,3,5,26,19.2,21,10,1,9,3,16,13,0
ESP-La Liga,2324,Celta Vigo,Kevin Vázquez,ESP,DF,30-342,1993,7.0,15,13,7,7,1,12,18,66.7,6,11,3,8,4,19,25,0
ESP-La Liga,2324,Celta Vigo,Luca de la Torre,USA,"MF,FW",25-281,1998,18.2,33,18,12,18,3,17,36,47.2,19,17,3,14,10,43,15,0
ESP-La Liga,2324,Celta Vigo,Manu Sánchez,ESP,DF,23-188,2000,16.1,45,23,19,21,5,25,44,56.8,19,20,2,18,15,60,55,0
ESP-La Liga,2324,Celta Vigo,Miguel Rodríguez,ESP,MF,20-305,2003,2.1,4,2,2,1,1,2,6,33.3,4,5,0,5,2,6,0,0
ESP-La Liga,2324,Celta Vigo,Mihailo Ristić,SRB,"DF,MF",28-120,1995,8.5,15,9,9,6,0,9,12,75.0,3,9,2,7,9,24,21,0
ESP-La Liga,2324,Celta Vigo,Renato Tapia,PER,"MF,DF",28-215,1995,13.6,36,25,17,16,3,11,22,50.0,11,30,7,23,17,53,45,0
ESP-La Liga,2324,Celta Vigo,Tadeo Allende,ARG,"MF,FW",25-008,1999,2.1,5,1,3,1,1,3,4,75.0,1,3,0,3,2,7,1,0
ESP-La Liga,2324,Celta Vigo,Unai Núñez,ESP,DF,27-029,1997,25.5,37,22,19,16,2,15,32,46.9,17,34,22,12,46,83,133,1
ESP-La Liga,2324,Celta Vigo,Vicente Guaita,ESP,GK,37-049,1987,16.7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,5,0
ESP-La Liga,2324,Celta Vigo,Williot Swedberg,SWE,"MF,FW",20-027,2004,1.5,5,3,2,3,0,3,5,60.0,2,2,0,2,0,5,3,0
ESP-La Liga,2324,Celta Vigo,Óscar Mingueza,ESP,"DF,MF",24-291,1999,22.0,40,25,28,7,5,25,59,42.4,34,26,4,22,13,53,34,1
ESP-La Liga,2324,Cádiz,Brian Ocampo,URU,MF,24-248,1999,1.5,2,1,0,2,0,1,2,50.0,1,3,0,3,1,3,0,0
ESP-La Liga,2324,Cádiz,Chris Ramos,ESP,"FW,MF",27-041,1997,21.5,20,10,8,10,2,5,22,22.7,17,15,4,11,8,28,38,0
ESP-La Liga,2324,Cádiz,Darwin Machís,VEN,MF,31-021,1993,8.3,21,12,6,9,6,12,23,52.2,11,6,1,5,3,24,2,0
ESP-La Liga,2324,Cádiz,David Gil,ESP,GK,30-048,1994,3.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
ESP-La Liga,2324,Cádiz,Diadie Samassékou,MLI,MF,28-048,1996,0.3,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0
ESP-La Liga,2324,Cádiz,Fali,ESP,DF,30-200,1993,21.6,29,17,20,8,1,14,26,53.8,12,30,20,10,20,49,87,0
ESP-La Liga,2324,Cádiz,Fede San Emeterio,ESP,MF,26-349,1997,1.7,3,2,2,1,0,1,4,25.0,3,3,2,1,2,5,1,0
ESP-La Liga,2324,Cádiz,Gonzalo Escalante,ARG,MF,30-338,1993,13.5,29,18,13,10,6,16,39,41.0,23,15,4,11,19,48,28,1
ESP-La Liga,2324,Cádiz,Isaac Carcelen,ESP,DF,30-311,1993,21.3,37,22,25,11,1,18,32,56.3,14,18,5,13,21,58,75,2
ESP-La Liga,2324,Cádiz,Iván Alejo,ESP,MF,29-018,1995,17.1,34,17,21,8,5,16,53,30.2,37,18,0,18,4,38,17,0
ESP-La Liga,2324,Cádiz,Javi Hernández,ESP,DF,25-302,1998,17.5,18,12,11,4,3,10,22,45.5,12,21,7,14,9,27,47,0
ESP-La Liga,2324,Cádiz,Jeremías Ledesma,ARG,GK,31-015,1993,22.9,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,11,2
ESP-La Liga,2324,Cádiz,Jorge Meré,ESP,DF,26-317,1997,6.5,7,7,6,1,0,4,7,57.1,3,5,3,2,6,13,29,0
ESP-La Liga,2324,Cádiz,Joseba Zaldúa,ESP,"DF,MF",31-249,1992,3.6,12,7,10,1,1,6,9,66.7,3,4,3,1,1,13,10,0
ESP-La Liga,2324,Cádiz,José Mari,ESP,"MF,FW",36-084,1987,0.2,2,1,0,2,0,1,2,50.0,1,0,0,0,0,2,0,0
ESP-La Liga,2324,Cádiz,Juanmi,ESP,FW,30-284,1993,2.7,1,1,0,1,0,0,0,,0,4,0,4,2,3,1,0
ESP-La Liga,2324,Cádiz,Karl Etta,CMR,FW,20-058,2004,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
ESP-La Liga,2324,Cádiz,Lucas,BRA,DF,22-341,2001,13.7,38,21,25,9,4,24,41,58.5,17,22,3,19,12,50,41,0
ESP-La Liga,2324,Cádiz,Luis Hernández,ESP,DF,34-320,1989,8.0,7,3,4,3,0,4,8,50.0,4,3,2,1,8,15,25,0
ESP-La Liga,2324,Cádiz,Mamadou Mbaye,SEN,DF,25-245,1998,3.2,6,3,3,3,0,2,5,40.0,3,10,7,3,5,11,26,0
ESP-La Liga,2324,Cádiz,Maxi Gómez,URU,FW,27-198,1996,9.1,2,2,1,0,1,2,2,100.0,0,4,3,1,2,4,3,0
ESP-La Liga,2324,Cádiz,Milutin Osmajić,MNE,MF,24-218,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2324,Cádiz,Moussa Diakité,MLI,MF,20-116,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2324,Cádiz,Roberto Navarro,ESP,MF,21-322,2002,10.4,28,17,9,15,4,10,23,43.5,13,22,0,22,10,38,5,0
ESP-La Liga,2324,Cádiz,Roger Martí,ESP,FW,33-056,1991,11.6,9,5,1,8,0,1,5,20.0,4,13,1,12,6,15,3,0
ESP-La Liga,2324,Cádiz,Rominigue Kouamé,MLI,MF,27-073,1996,6.0,8,5,4,3,1,5,9,55.6,4,4,2,2,11,19,5,1
ESP-La Liga,2324,Cádiz,Rubén Alcaraz,ESP,MF,32-303,1991,22.8,60,36,25,32,3,29,74,39.2,45,46,11,35,24,84,41,0
ESP-La Liga,2324,Cádiz,Rubén Sobrino,ESP,"MF,FW",31-272,1992,10.5,29,15,9,15,5,12,29,41.4,17,14,1,13,10,39,10,0
ESP-La Liga,2324,Cádiz,Sergi Guardiola,ESP,"FW,MF",32-275,1991,3.9,6,4,1,3,2,3,5,60.0,2,6,0,6,0,6,4,0
ESP-La Liga,2324,Cádiz,Víctor Chust,ESP,DF,23-360,2000,10.0,14,8,10,4,0,7,12,58.3,5,13,8,5,6,20,36,0
ESP-La Liga,2324,Cádiz,Álex Fernández,ESP,"MF,FW",31-136,1992,9.8,10,3,7,3,0,7,13,53.8,6,11,4,7,11,21,23,0
ESP-La Liga,2324,Cádiz,Álvaro Negredo,ESP,"FW,MF",38-192,1985,0.6,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
ESP-La Liga,2324,Getafe,Anthony Lozano,HON,"MF,FW",30-309,1993,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
ESP-La Liga,2324,Getafe,Borja Mayoral,ESP,FW,26-329,1997,23.1,9,5,2,2,5,5,21,23.8,16,7,0,7,4,13,16,0
ESP-La Liga,2324,Getafe,Carles Aleñá,ESP,"MF,FW",26-054,1998,8.8,15,6,5,8,2,5,15,33.3,10,12,3,9,3,18,10,0
ESP-La Liga,2324,Getafe,Carmona,ESP,"MF,FW",22-030,2002,7.5,12,8,4,8,0,2,12,16.7,10,10,1,9,8,20,8,0
ESP-La Liga,2324,Getafe,Damián Suárez,URU,DF,35-307,1988,14.4,36,21,16,16,4,26,45,57.8,19,13,3,10,10,46,31,0
ESP-La Liga,2324,Getafe,David Soria,ESP,GK,30-330,1993,26.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,13,6
ESP-La Liga,2324,Getafe,Diego Rico,ESP,DF,31-005,1993,20.3,46,33,24,18,4,31,54,57.4,23,20,7,13,31,77,52,0
ESP-La Liga,2324,Getafe,Djené,TOG,"DF,MF",32-059,1991,18.8,21,12,9,11,1,9,17,52.9,8,19,8,11,16,37,46,0
ESP-La Liga,2324,Getafe,Domingos Duarte,POR,DF,28-355,1995,9.1,7,4,6,0,1,5,7,71.4,2,6,5,1,7,14,24,0
ESP-La Liga,2324,Getafe,Enes Ünal,TUR,"FW,MF",26-294,1997,1.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0
ESP-La Liga,2324,Getafe,Fabrizio Angileri,ARG,"DF,MF",29-350,1994,1.1,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,5,0
ESP-La Liga,2324,Getafe,Gastón Álvarez,URU,DF,23-341,2000,19.7,45,24,33,10,2,22,33,66.7,11,31,9,22,30,75,61,0
ESP-La Liga,2324,Getafe,Gorka Rivera Alonso,ESP,DF,19-211,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2324,Getafe,Iglesias,ESP,"DF,FW",25-240,1998,12.0,28,17,16,8,4,13,20,65.0,7,13,6,7,12,40,34,0
ESP-La Liga,2324,Getafe,Ilaix Moriba,GUI,MF,21-040,2003,1.2,4,1,0,2,2,2,4,50.0,2,0,0,0,2,6,1,0
ESP-La Liga,2324,Getafe,Jaime Mata,ESP,"FW,MF",35-127,1988,12.2,18,12,10,6,2,10,21,47.6,11,13,1,12,12,30,17,0
ESP-La Liga,2324,Getafe,Jesús Santiago,ESP,MF,19-279,2004,1.8,3,1,0,1,2,1,3,33.3,2,0,0,0,0,3,0,0
ESP-La Liga,2324,Getafe,Jordi,ESP,MF,23-054,2001,4.9,14,10,2,11,1,7,13,53.8,6,3,1,2,6,20,6,0
ESP-La Liga,2324,Getafe,Juanmi Latasa,ESP,FW,22-342,2001,12.5,5,4,0,4,1,0,8,0.0,8,4,0,4,3,8,16,0
ESP-La Liga,2324,Getafe,Luis Milla,ESP,MF,29-144,1994,13.0,33,21,9,17,7,13,27,48.1,14,11,1,10,19,52,4,0
ESP-La Liga,2324,Getafe,Mason Greenwood,ENG,"MF,FW",22-150,2001,18.6,6,2,1,3,2,2,10,20.0,8,5,0,5,3,9,2,0
ESP-La Liga,2324,Getafe,Mauro Arambarri,URU,MF,28-151,1995,3.8,6,2,3,2,1,1,6,16.7,5,1,0,1,2,8,7,0
ESP-La Liga,2324,Getafe,Nemanja Maksimović,SRB,MF,29-033,1995,24.5,44,32,16,22,6,16,26,61.5,10,38,19,19,36,80,49,0
ESP-La Liga,2324,Getafe,Omar Alderete,PAR,DF,27-064,1996,14.1,17,13,12,5,0,12,20,60.0,8,20,13,7,7,24,74,0
ESP-La Liga,2324,Getafe,Portu,ESP,FW,31-283,1992,1.1,5,3,4,0,1,5,6,83.3,1,0,0,0,0,5,0,0
ESP-La Liga,2324,Getafe,Santiago García,,FW,22-183,2001,0.3,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
ESP-La Liga,2324,Getafe,Stefan Mitrović,SRB,DF,33-282,1990,7.8,9,3,7,2,0,4,8,50.0,4,3,2,1,6,15,26,0
ESP-La Liga,2324,Getafe,Óscar Rodríguez Arnaiz,ESP,"MF,FW",25-245,1998,3.8,8,5,1,6,1,2,5,40.0,3,2,0,2,3,11,2,0
ESP-La Liga,2324,Girona,Aleix García,ESP,MF,26-245,1997,24.8,35,21,11,19,5,19,37,51.4,18,31,12,19,29,64,37,2
ESP-La Liga,2324,Girona,Antal Yaakobishvili,HUN,DF,19-231,2004,0.7,2,1,1,1,0,1,1,100.0,0,0,0,0,3,5,3,0
ESP-La Liga,2324,Girona,Arnau Martinez,ESP,DF,20-309,2003,11.0,21,14,14,6,1,12,26,46.2,14,11,4,7,10,31,34,2
ESP-La Liga,2324,Girona,Artem Dovbyk,UKR,FW,26-252,1997,17.4,3,2,2,0,1,0,1,0.0,1,6,1,5,0,3,15,0
ESP-La Liga,2324,Girona,Bernardo Espinosa,COL,DF,34-232,1989,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
ESP-La Liga,2324,Girona,Cristhian Stuani,URU,FW,37-139,1986,7.8,12,10,3,6,3,4,7,57.1,3,8,2,6,5,17,12,0
ESP-La Liga,2324,Girona,Daley Blind,NED,DF,33-356,1990,22.0,32,13,20,11,1,19,31,61.3,12,30,13,17,15,47,84,0
ESP-La Liga,2324,Girona,David López,ESP,"DF,MF",34-142,1989,14.0,24,17,14,10,0,10,13,76.9,3,17,13,4,15,39,41,1
ESP-La Liga,2324,Girona,Eric García,ESP,DF,23-050,2001,17.6,29,20,16,10,3,17,25,68.0,8,19,11,8,17,46,49,2
ESP-La Liga,2324,Girona,Ibrahima Kebe,MLI,MF,23-210,2000,0.1,1,1,0,1,0,0,0,,0,1,0,1,1,2,0,0
ESP-La Liga,2324,Girona,Iván Martín,ESP,"MF,FW",25-014,1999,20.1,37,20,18,13,6,19,45,42.2,26,16,2,14,10,47,11,0
ESP-La Liga,2324,Girona,Jhon Solis,COL,MF,19-148,2004,1.9,5,3,2,2,1,2,6,33.3,4,5,1,4,2,7,3,0
ESP-La Liga,2324,Girona,Juanpe,ESP,DF,32-304,1991,5.7,6,4,5,1,0,5,6,83.3,1,13,9,4,2,8,35,1
ESP-La Liga,2324,Girona,Miguel Gutiérrez,ESP,"DF,MF",22-216,2001,24.7,22,14,9,9,4,10,27,37.0,17,20,9,11,17,39,53,1
ESP-La Liga,2324,Girona,Pablo Torre,ESP,"MF,FW",20-331,2003,5.6,4,1,0,4,0,3,9,33.3,6,8,2,6,4,8,5,1
ESP-La Liga,2324,Girona,Paulo Gazzaniga,ARG,GK,32-057,1992,26.0,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,6,1
ESP-La Liga,2324,Girona,Portu,ESP,"MF,FW",31-283,1992,7.6,12,8,1,8,3,2,11,18.2,9,6,1,5,1,13,3,0
ESP-La Liga,2324,Girona,Silvi Clúa,ESP,MF,19-030,2005,0.0,2,0,2,0,0,2,2,100.0,0,1,0,1,0,2,0,0
ESP-La Liga,2324,Girona,Sávio,BRA,"MF,FW",19-324,2004,23.2,31,21,10,17,4,10,18,55.6,8,26,0,26,13,44,10,1
ESP-La Liga,2324,Girona,Valery Fernández,ESP,"MF,DF",24-097,1999,5.0,9,7,4,5,0,4,6,66.7,2,6,1,5,1,10,3,0
ESP-La Liga,2324,Girona,Viktor Tsyhankov,UKR,"MF,FW",26-105,1997,16.2,21,14,5,11,5,12,22,54.5,10,11,0,11,8,29,17,0
ESP-La Liga,2324,Girona,Yan Couto,BRA,"DF,MF",21-270,2002,17.8,34,23,19,10,5,16,32,50.0,16,12,2,10,5,39,26,1
ESP-La Liga,2324,Girona,Yangel Herrera,VEN,MF,26-045,1998,16.8,45,24,17,23,5,20,42,47.6,22,21,6,15,16,61,34,0
ESP-La Liga,2324,Granada,Adri Bosch,ESP,DF,22-264,2001,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
ESP-La Liga,2324,Granada,Alberto Perea,ESP,"MF,FW",33-071,1990,0.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Alberto Soro,ESP,MF,24-356,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,André Ferreira,POR,GK,27-275,1996,14.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,2
ESP-La Liga,2324,Granada,Antonio Puertas,ESP,"MF,FW",32-007,1992,6.9,10,7,4,5,1,5,13,38.5,8,4,0,4,5,15,4,0
ESP-La Liga,2324,Granada,Augusto Batalla,ARG,GK,27-304,1996,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
ESP-La Liga,2324,Granada,Bruno Méndez,URU,DF,24-171,1999,4.9,7,3,5,1,1,4,6,66.7,2,8,4,4,6,13,17,0
ESP-La Liga,2324,Granada,Bryan Zaragoza,ESP,"MF,FW",22-309,2001,18.2,18,9,8,6,4,8,23,34.8,15,9,0,9,3,21,3,0
ESP-La Liga,2324,Granada,Carlos Neva,ESP,DF,27-261,1996,23.0,24,16,17,6,1,13,31,41.9,18,27,10,17,12,36,75,1
ESP-La Liga,2324,Granada,Facundo Pellistri,URU,"MF,FW",22-070,2001,2.8,8,4,3,3,2,2,3,66.7,1,3,0,3,1,9,3,0
ESP-La Liga,2324,Granada,Faitout Maouassa,FRA,"DF,MF",25-237,1998,1.8,8,5,6,1,1,4,5,80.0,1,4,0,4,1,9,2,0
ESP-La Liga,2324,Granada,Famara Diedhiou,SEN,"FW,MF",31-075,1992,1.0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,2,0
ESP-La Liga,2324,Granada,Gerard Gumbau,ESP,MF,29-072,1994,18.9,31,17,10,19,2,8,30,26.7,22,17,3,14,13,44,20,1
ESP-La Liga,2324,Granada,Gonzalo Villar,ESP,MF,25-342,1998,14.6,36,23,18,14,4,17,29,58.6,12,25,8,17,6,42,22,1
ESP-La Liga,2324,Granada,Ignasi Miquel,ESP,DF,31-153,1992,23.2,30,18,27,3,0,15,26,57.7,11,15,8,7,32,62,93,3
ESP-La Liga,2324,Granada,Jesús Vallejo,ESP,DF,27-054,1997,1.2,3,1,1,2,0,2,2,100.0,0,3,2,1,0,3,1,1
ESP-La Liga,2324,Granada,José Callejón,ESP,"MF,FW",37-017,1987,7.1,9,4,6,3,0,6,16,37.5,10,4,1,3,1,10,10,0
ESP-La Liga,2324,Granada,Kamil Jóźwiak,POL,"MF,FW",25-312,1998,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
ESP-La Liga,2324,Granada,Kamil Piątkowski,POL,DF,23-252,2000,2.2,9,5,8,1,0,4,5,80.0,1,3,3,0,2,11,10,0
ESP-La Liga,2324,Granada,Lucas Boyé,ARG,FW,28-000,1996,16.0,33,19,8,18,7,9,20,45.0,11,23,3,20,4,37,29,0
ESP-La Liga,2324,Granada,Martin Hongla,CMR,MF,25-349,1998,2.7,1,0,0,1,0,0,1,0.0,1,3,1,2,3,4,6,1
ESP-La Liga,2324,Granada,Matias Arezo,URU,FW,21-099,2002,2.2,3,1,0,3,0,1,4,25.0,3,3,1,2,0,3,3,0
ESP-La Liga,2324,Granada,Miguel Ángel Rubio,ESP,DF,25-354,1998,8.3,10,5,6,4,0,7,10,70.0,3,18,11,7,14,24,29,1
ESP-La Liga,2324,Granada,Myrto Uzuni,ALB,"FW,MF",28-273,1995,20.5,11,9,3,6,2,5,25,20.0,20,16,2,14,2,13,6,0
ESP-La Liga,2324,Granada,Njegoš Petrović,SRB,"MF,FW",24-225,1999,1.7,5,2,4,1,0,2,3,66.7,1,2,0,2,1,6,3,0
ESP-La Liga,2324,Granada,Raúl Fernández,ESP,GK,35-352,1988,3.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,2
ESP-La Liga,2324,Granada,Raúl Torrente,ESP,DF,22-170,2001,11.5,24,15,17,7,0,16,20,80.0,4,13,8,5,9,33,53,2
ESP-La Liga,2324,Granada,Ricard Sánchez,ESP,DF,24-006,2000,19.9,24,16,10,8,6,11,21,52.4,10,23,3,20,10,34,53,0
ESP-La Liga,2324,Granada,Samuel Omorodion,ESP,FW,19-299,2004,0.9,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
ESP-La Liga,2324,Granada,Sergio Ruiz,ESP,MF,29-074,1994,17.4,52,30,25,23,4,22,51,43.1,29,14,5,9,17,69,30,1
ESP-La Liga,2324,Granada,Shon Weissman,ISR,FW,28-014,1996,0.9,1,1,0,0,1,1,4,25.0,3,3,0,3,0,1,1,0
ESP-La Liga,2324,Granada,Theo Corbeanu,CAN,MF,21-287,2002,0.1,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,0
ESP-La Liga,2324,Granada,Víctor Díaz,ESP,"DF,MF",35-261,1988,1.8,5,3,2,3,0,1,3,33.3,2,1,0,1,1,6,8,0
ESP-La Liga,2324,Granada,Wilson Manafá,POR,"DF,MF",29-220,1994,2.7,6,4,3,2,1,4,7,57.1,3,1,0,1,1,7,4,1
ESP-La Liga,2324,Granada,Álvaro Carreras,ESP,"MF,FW",20-342,2003,5.3,13,8,8,4,1,5,11,45.5,6,5,1,4,7,20,9,1
ESP-La Liga,2324,Granada,Óscar Melendo,ESP,"MF,FW",26-189,1997,10.7,13,5,4,9,0,4,12,33.3,8,12,0,12,5,18,3,1
ESP-La Liga,2324,Las Palmas,Alberto Moleiro,ESP,"FW,MF",20-151,2003,10.1,7,5,4,3,0,4,19,21.1,15,7,0,7,5,12,7,0
ESP-La Liga,2324,Las Palmas,Benito Ramírez,ESP,"FW,MF",28-232,1995,1.7,4,2,1,3,0,2,4,50.0,2,4,1,3,1,5,0,0
ESP-La Liga,2324,Las Palmas,Cristian Herrera,ESP,"FW,MF",32-352,1991,1.7,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,2,0
ESP-La Liga,2324,Las Palmas,Daley Sinkgraven,NED,DF,28-239,1995,2.9,7,4,3,4,0,1,6,16.7,5,2,1,1,3,10,7,0
ESP-La Liga,2324,Las Palmas,Enzo Loiodice,FRA,MF,23-093,2000,14.6,40,23,11,20,9,11,31,35.5,20,16,2,14,11,51,13,1
ESP-La Liga,2324,Las Palmas,Eric Curbelo,ESP,DF,30-045,1994,1.0,2,1,1,1,0,1,2,50.0,1,3,1,2,2,4,5,1
ESP-La Liga,2324,Las Palmas,Fabio González,ESP,MF,27-016,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Francisco Jesús Crespo García,ESP,FW,27-214,1996,5.3,12,8,3,6,3,6,18,33.3,12,4,0,4,2,14,5,0
ESP-La Liga,2324,Las Palmas,Iñaki González,ESP,MF,19-216,2004,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
