,,,,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
league,season,team,player,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2324,Girona,Jhon Solis,COL,MF,19-148,2004,1.9,115,115,0,0,0,0,0,0,0,0,0,0,97,0,3
ESP-La Liga,2324,Girona,Juanpe,ESP,DF,32-304,1991,5.7,387,370,17,12,0,4,1,1,0,0,0,0,353,0,1
ESP-La Liga,2324,Girona,Miguel Gutiérrez,ESP,"DF,MF",22-216,2001,24.7,1356,1162,191,18,5,3,72,173,0,0,0,0,1164,3,27
ESP-La Liga,2324,Girona,Pablo Torre,ESP,"MF,FW",20-331,2003,5.6,321,311,8,3,7,3,4,0,0,0,0,0,267,2,6
ESP-La Liga,2324,Girona,Paulo Gazzaniga,ARG,GK,32-057,1992,26.0,972,736,233,58,1,3,0,0,0,0,0,0,754,3,1
ESP-La Liga,2324,Girona,Portu,ESP,"MF,FW",31-283,1992,7.6,177,169,8,0,1,0,14,0,2,0,2,0,137,0,10
ESP-La Liga,2324,Girona,Silvi Clúa,ESP,MF,19-030,2005,0.0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
ESP-La Liga,2324,Girona,Sávio,BRA,"MF,FW",19-324,2004,23.2,748,732,13,2,1,7,87,9,2,1,0,0,559,3,31
ESP-La Liga,2324,Girona,Valery Fernández,ESP,"MF,DF",24-097,1999,5.0,188,180,8,0,1,0,13,8,0,0,0,0,158,0,4
ESP-La Liga,2324,Girona,Viktor Tsyhankov,UKR,"MF,FW",26-105,1997,16.2,596,556,34,10,1,3,47,5,19,4,10,0,462,6,20
ESP-La Liga,2324,Girona,Yan Couto,BRA,"DF,MF",21-270,2002,17.8,997,870,125,20,3,3,81,104,1,0,0,0,791,2,34
ESP-La Liga,2324,Girona,Yangel Herrera,VEN,MF,26-045,1998,16.8,798,779,17,6,1,5,20,2,0,0,0,0,688,2,10
ESP-La Liga,2324,Granada,Adri Bosch,ESP,DF,22-264,2001,0.3,14,13,1,1,0,0,0,0,0,0,0,0,11,0,0
ESP-La Liga,2324,Granada,Alberto Perea,ESP,"MF,FW",33-071,1990,0.0,7,5,2,2,0,0,1,0,0,0,0,0,6,0,0
ESP-La Liga,2324,Granada,Alberto Soro,ESP,MF,24-356,1999,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
ESP-La Liga,2324,Granada,André Ferreira,POR,GK,27-275,1996,14.9,498,331,167,57,0,0,0,0,0,0,0,0,359,0,1
ESP-La Liga,2324,Granada,Antonio Puertas,ESP,"MF,FW",32-007,1992,6.9,189,175,12,0,2,1,17,7,0,0,0,0,136,2,5
ESP-La Liga,2324,Granada,Augusto Batalla,ARG,GK,27-304,1996,7.0,322,231,90,42,0,1,0,0,0,0,0,0,222,1,1
ESP-La Liga,2324,Granada,Bruno Méndez,URU,DF,24-171,1999,4.9,227,200,24,9,1,0,0,13,0,0,0,0,178,3,5
ESP-La Liga,2324,Granada,Bryan Zaragoza,ESP,"MF,FW",22-309,2001,18.2,444,409,31,15,4,1,98,5,10,1,0,0,248,4,27
ESP-La Liga,2324,Granada,Carlos Neva,ESP,DF,27-261,1996,23.0,1114,846,265,34,0,1,46,231,0,0,0,0,858,3,46
ESP-La Liga,2324,Granada,Facundo Pellistri,URU,"MF,FW",22-070,2001,2.8,58,54,3,0,1,0,8,2,1,0,0,0,40,1,6
ESP-La Liga,2324,Granada,Faitout Maouassa,FRA,"DF,MF",25-237,1998,1.8,73,47,26,5,0,1,19,15,6,6,0,0,40,0,5
ESP-La Liga,2324,Granada,Famara Diedhiou,SEN,"FW,MF",31-075,1992,1.0,41,40,1,0,0,0,2,1,0,0,0,0,20,0,4
ESP-La Liga,2324,Granada,Gerard Gumbau,ESP,MF,29-072,1994,18.9,987,850,127,72,5,15,88,0,55,20,23,0,722,10,21
ESP-La Liga,2324,Granada,Gonzalo Villar,ESP,MF,25-342,1998,14.6,717,676,40,27,5,5,15,1,11,6,2,0,587,1,15
ESP-La Liga,2324,Granada,Ignasi Miquel,ESP,DF,31-153,1992,23.2,1124,1053,69,57,1,5,0,4,0,0,0,0,932,2,9
ESP-La Liga,2324,Granada,Jesús Vallejo,ESP,DF,27-054,1997,1.2,85,80,5,1,0,0,0,4,0,0,0,0,78,0,0
ESP-La Liga,2324,Granada,José Callejón,ESP,"MF,FW",37-017,1987,7.1,276,240,35,13,0,5,26,12,9,6,3,0,212,1,2
ESP-La Liga,2324,Granada,Kamil Jóźwiak,POL,"MF,FW",25-312,1998,0.1,9,9,0,0,0,0,1,0,0,0,0,0,5,0,0
ESP-La Liga,2324,Granada,Kamil Piątkowski,POL,DF,23-252,2000,2.2,89,88,1,1,0,0,0,0,0,0,0,0,77,0,1
ESP-La Liga,2324,Granada,Lucas Boyé,ARG,FW,28-000,1996,16.0,340,301,34,1,1,2,8,1,0,0,0,0,249,5,10
ESP-La Liga,2324,Granada,Martin Hongla,CMR,MF,25-349,1998,2.7,106,106,0,0,0,2,2,0,0,0,0,0,85,0,3
ESP-La Liga,2324,Granada,Matias Arezo,URU,FW,21-099,2002,2.2,35,31,4,0,1,0,2,0,0,0,0,0,23,0,0
ESP-La Liga,2324,Granada,Miguel Ángel Rubio,ESP,DF,25-354,1998,8.3,414,393,20,17,0,3,0,0,0,0,0,0,330,1,7
ESP-La Liga,2324,Granada,Myrto Uzuni,ALB,"FW,MF",28-273,1995,20.5,235,203,32,2,2,1,11,5,0,0,0,0,178,0,10
ESP-La Liga,2324,Granada,Njegoš Petrović,SRB,"MF,FW",24-225,1999,1.7,81,78,2,1,0,0,1,1,0,0,0,0,67,1,1
ESP-La Liga,2324,Granada,Raúl Fernández,ESP,GK,35-352,1988,3.1,107,73,32,15,0,0,0,0,0,0,0,0,69,2,0
ESP-La Liga,2324,Granada,Raúl Torrente,ESP,DF,22-170,2001,11.5,641,618,22,17,0,2,2,1,0,0,0,0,509,1,1
ESP-La Liga,2324,Granada,Ricard Sánchez,ESP,DF,24-006,2000,19.9,878,670,204,15,3,5,64,188,1,0,1,0,668,4,26
ESP-La Liga,2324,Granada,Samuel Omorodion,ESP,FW,19-299,2004,0.9,15,13,2,0,0,0,0,0,0,0,0,0,10,0,1
ESP-La Liga,2324,Granada,Sergio Ruiz,ESP,MF,29-074,1994,17.4,863,831,27,23,3,5,4,2,0,0,0,0,739,5,13
ESP-La Liga,2324,Granada,Shon Weissman,ISR,FW,28-014,1996,0.9,13,13,0,0,1,0,1,0,0,0,0,0,10,0,1
ESP-La Liga,2324,Granada,Theo Corbeanu,CAN,MF,21-287,2002,0.1,3,3,0,0,1,0,1,0,0,0,0,0,1,0,0
ESP-La Liga,2324,Granada,Víctor Díaz,ESP,"DF,MF",35-261,1988,1.8,74,63,9,6,0,0,0,3,0,0,0,0,47,2,4
ESP-La Liga,2324,Granada,Wilson Manafá,POR,"DF,MF",29-220,1994,2.7,135,106,29,0,1,1,8,29,0,0,0,0,104,0,3
ESP-La Liga,2324,Granada,Álvaro Carreras,ESP,"MF,FW",20-342,2003,5.3,222,195,27,8,1,4,14,17,2,0,1,0,169,0,7
ESP-La Liga,2324,Granada,Óscar Melendo,ESP,"MF,FW",26-189,1997,10.7,364,353,8,4,5,3,9,2,2,0,2,0,293,3,9
ESP-La Liga,2324,Las Palmas,Alberto Moleiro,ESP,"FW,MF",20-151,2003,10.1,390,376,11,1,8,0,17,3,6,3,2,0,308,3,23
ESP-La Liga,2324,Las Palmas,Benito Ramírez,ESP,"FW,MF",28-232,1995,1.7,94,81,13,3,1,0,18,5,5,2,2,0,60,0,5
ESP-La Liga,2324,Las Palmas,Cristian Herrera,ESP,"FW,MF",32-352,1991,1.7,93,90,3,1,0,0,1,1,0,0,0,0,85,0,2
ESP-La Liga,2324,Las Palmas,Daley Sinkgraven,NED,DF,28-239,1995,2.9,196,165,31,5,0,0,4,25,1,1,0,0,168,0,3
ESP-La Liga,2324,Las Palmas,Enzo Loiodice,FRA,MF,23-093,2000,14.6,816,787,25,6,3,5,18,2,13,7,4,0,662,4,23
ESP-La Liga,2324,Las Palmas,Eric Curbelo,ESP,DF,30-045,1994,1.0,53,47,6,3,0,1,0,0,0,0,0,0,51,0,0
ESP-La Liga,2324,Las Palmas,Fabio González,ESP,MF,27-016,1997,0.0,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
ESP-La Liga,2324,Las Palmas,Francisco Jesús Crespo García,ESP,FW,27-214,1996,5.3,205,188,16,0,1,4,28,4,12,7,3,0,146,1,4
ESP-La Liga,2324,Las Palmas,Iñaki González,ESP,MF,19-216,2004,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
ESP-La Liga,2324,Las Palmas,Javier Muñoz,ESP,MF,29-000,1995,20.7,927,901,23,6,4,7,33,5,12,4,4,1,746,3,26
ESP-La Liga,2324,Las Palmas,Jonathan Viera,ESP,"MF,FW",34-130,1989,6.9,513,471,41,17,2,1,16,2,15,6,1,0,456,1,7
ESP-La Liga,2324,Las Palmas,José Campaña,ESP,MF,30-273,1993,0.2,21,20,1,1,0,0,0,0,0,0,0,0,18,0,0
ESP-La Liga,2324,Las Palmas,Juan Herzog,ESP,DF,20-291,2003,2.2,134,124,10,8,0,0,0,0,0,0,0,0,116,0,5
ESP-La Liga,2324,Las Palmas,Julian Araujo,MEX,DF,22-199,2001,11.6,581,492,88,12,0,1,16,76,0,0,0,0,471,1,11
ESP-La Liga,2324,Las Palmas,Kirian Rodríguez,ESP,MF,27-360,1996,23.7,2060,1971,80,73,14,8,22,1,5,0,0,0,1827,9,20
ESP-La Liga,2324,Las Palmas,Marc Cardona,ESP,FW,28-235,1995,5.8,168,156,12,1,2,0,5,0,0,0,0,0,127,0,4
ESP-La Liga,2324,Las Palmas,Marvin,ESP,"FW,DF",23-240,2000,12.4,479,457,21,3,0,1,52,17,1,0,1,0,351,1,16
ESP-La Liga,2324,Las Palmas,Mika Màrmol,ESP,DF,21-241,2002,23.5,1710,1576,132,76,1,3,1,8,0,0,0,0,1528,2,10
ESP-La Liga,2324,Las Palmas,Munir El Haddadi,MAR,FW,28-180,1995,21.1,579,556,21,8,3,9,25,1,5,2,2,0,452,2,20
ESP-La Liga,2324,Las Palmas,Máximo Perrone,ARG,MF,21-052,2003,13.5,995,968,23,22,2,1,0,0,0,0,0,0,895,4,9
ESP-La Liga,2324,Las Palmas,Omenuke Mfulu,COD,"MF,FW",29-345,1994,0.9,60,59,1,1,0,0,0,0,0,0,0,0,53,0,1
ESP-La Liga,2324,Las Palmas,Sandro Ramírez,ESP,FW,28-234,1995,11.4,377,325,50,5,0,2,41,2,31,7,17,0,290,2,8
ESP-La Liga,2324,Las Palmas,Saúl Coco,EQG,DF,25-019,1999,16.4,920,886,29,25,0,2,1,1,0,0,0,0,820,5,4
ESP-La Liga,2324,Las Palmas,Sergi Cardona,ESP,DF,24-235,1999,23.1,1589,1348,234,25,3,3,65,209,0,0,0,0,1275,7,42
ESP-La Liga,2324,Las Palmas,Sory Kaba,GUI,FW,28-215,1995,6.6,135,128,7,0,2,1,0,1,0,0,0,0,96,0,5
ESP-La Liga,2324,Las Palmas,Álex Suárez,ESP,DF,30-347,1993,19.8,1082,946,135,49,1,2,10,78,0,0,0,0,931,1,5
ESP-La Liga,2324,Las Palmas,Álvaro Lemos,ESP,DF,30-335,1993,2.2,148,119,29,2,0,1,5,27,0,0,0,0,119,0,5
ESP-La Liga,2324,Las Palmas,Álvaro Vallés,ESP,GK,26-218,1997,26.0,1394,1166,220,103,3,5,1,0,0,0,0,0,1109,8,0
ESP-La Liga,2324,Mallorca,Abdón Prats,ESP,FW,31-083,1992,10.1,186,176,9,2,4,3,7,0,2,1,1,0,105,1,11
ESP-La Liga,2324,Mallorca,Amath,SEN,"FW,MF",27-227,1996,4.4,113,110,2,1,2,0,7,1,0,0,0,0,76,1,4
ESP-La Liga,2324,Mallorca,Antonio Raillo,ESP,DF,32-143,1991,13.4,588,553,35,33,0,1,1,0,0,0,0,0,499,0,1
ESP-La Liga,2324,Mallorca,Antonio Sánchez,ESP,MF,27-058,1997,11.9,394,367,20,4,1,0,25,9,2,1,1,0,267,7,27
ESP-La Liga,2324,Mallorca,Copete,ESP,DF,24-141,1999,8.5,289,273,14,13,0,10,4,1,0,0,0,0,227,2,2
ESP-La Liga,2324,Mallorca,Cyle Larin,CAN,FW,28-317,1995,13.9,200,186,11,0,1,1,3,1,0,0,0,0,129,3,4
ESP-La Liga,2324,Mallorca,Dani Rodríguez,ESP,"MF,FW",35-267,1988,21.0,694,566,117,39,5,7,115,8,56,17,25,3,472,11,13
ESP-La Liga,2324,Mallorca,Giovanni González,URU,DF,29-161,1994,18.3,780,654,118,9,0,3,36,109,0,0,0,0,569,8,19
ESP-La Liga,2324,Mallorca,Jaume Costa,ESP,DF,35-347,1988,13.7,619,472,139,2,0,2,42,137,0,0,0,0,447,8,13
ESP-La Liga,2324,Mallorca,Javier Llabrés,ESP,"MF,FW",21-170,2002,1.9,68,63,5,0,0,0,15,1,4,1,3,0,45,0,2
ESP-La Liga,2324,Mallorca,Manu Morlanes,ESP,MF,25-047,1999,11.6,496,483,9,4,5,5,11,1,1,0,1,0,407,4,6
ESP-La Liga,2324,Mallorca,Martin Valjent,SVK,DF,28-079,1995,19.9,762,691,66,28,3,10,10,36,0,0,0,0,595,5,13
ESP-La Liga,2324,Mallorca,Matija Nastasić,SRB,DF,30-337,1993,18.1,665,638,24,22,0,2,3,0,0,0,0,0,525,3,1
ESP-La Liga,2324,Mallorca,Nacho Vidal,ESP,DF,29-035,1995,1.5,69,59,10,1,0,0,8,9,0,0,0,0,46,0,3
ESP-La Liga,2324,Mallorca,Nemanja Radonjić,SRB,MF,28-013,1996,0.8,24,23,1,0,0,0,1,0,0,0,0,0,15,0,1
ESP-La Liga,2324,Mallorca,Omar Mascarell,ESP,MF,31-026,1993,10.8,486,474,12,11,2,7,2,1,0,0,0,0,393,0,9
ESP-La Liga,2324,Mallorca,Pablo Maffeo,ESP,DF,26-231,1997,12.5,464,370,93,2,2,2,51,90,1,0,0,0,287,1,16
ESP-La Liga,2324,Mallorca,Predrag Rajković,SRB,GK,28-120,1995,26.0,896,570,323,95,0,1,0,0,0,0,0,0,526,3,0
ESP-La Liga,2324,Mallorca,Samu Costa,POR,MF,23-093,2000,19.7,825,808,15,11,1,10,22,1,2,1,1,0,626,2,31
ESP-La Liga,2324,Mallorca,Sergi Darder,ESP,"MF,FW",30-068,1993,17.1,686,572,106,37,8,18,98,9,46,18,26,1,486,8,19
ESP-La Liga,2324,Mallorca,Siebe Van Der Heyden,BEL,DF,25-274,1998,3.2,101,85,16,7,0,1,0,9,0,0,0,0,70,0,2
ESP-La Liga,2324,Mallorca,Toni Lato,ESP,DF,26-099,1997,11.1,492,383,108,2,1,1,35,106,0,0,0,0,362,1,19
ESP-La Liga,2324,Mallorca,Vedat Muriqi,KVX,FW,29-310,1994,15.7,398,385,6,0,4,3,4,0,0,0,0,0,240,7,9
ESP-La Liga,2324,Osasuna,Aimar Oroz,ESP,MF,22-093,2001,21.2,845,802,39,5,3,3,9,5,1,1,0,0,683,4,32
ESP-La Liga,2324,Osasuna,Aitor Fernández,ESP,GK,32-301,1991,4.1,134,95,37,20,0,0,0,0,0,0,0,0,91,2,0
ESP-La Liga,2324,Osasuna,Ante Budimir,CRO,FW,32-221,1991,21.9,374,356,18,0,1,1,6,2,0,0,0,0,207,0,16
ESP-La Liga,2324,Osasuna,Catena,ESP,DF,29-123,1994,18.7,906,839,64,50,1,10,0,3,0,0,0,0,737,3,5
ESP-La Liga,2324,Osasuna,Darko Brašanac,SRB,MF,32-016,1992,0.5,15,15,0,0,0,0,1,0,0,0,0,0,9,0,0
ESP-La Liga,2324,Osasuna,David García,ESP,DF,30-014,1994,24.0,1207,1133,70,48,3,10,2,4,0,0,0,0,1004,4,6
ESP-La Liga,2324,Osasuna,Ezequiel Ávila,ARG,"FW,MF",30-022,1994,9.6,371,312,56,13,4,6,79,10,32,17,12,0,232,3,9
ESP-La Liga,2324,Osasuna,Iker Muñoz,ESP,MF,21-115,2002,11.8,596,578,13,12,0,6,6,1,0,0,0,0,445,5,7
ESP-La Liga,2324,Osasuna,Iñigo Arguibide,ESP,DF,18-315,2005,0.2,4,3,1,0,0,0,0,1,0,0,0,0,1,0,1
ESP-La Liga,2324,Osasuna,Jesús Areso,ESP,DF,24-241,1999,18.7,883,654,228,14,1,4,67,214,0,0,0,0,662,1,31
ESP-La Liga,2324,Osasuna,Johan Mojica,COL,"DF,FW",31-191,1992,13.9,749,649,96,8,1,9,84,87,1,0,0,0,537,4,35
ESP-La Liga,2324,Osasuna,Jon Moncayola,ESP,MF,25-291,1998,12.7,652,601,50,18,0,8,58,5,27,13,13,0,496,1,10
ESP-La Liga,2324,Osasuna,Jorge Herrando,ESP,DF,23-000,2001,6.4,182,166,16,12,0,1,0,1,0,0,0,0,139,0,2
ESP-La Liga,2324,Osasuna,José Arnaiz,ESP,"FW,MF",28-319,1995,6.4,184,152,32,10,0,1,28,3,17,8,7,0,138,0,4
ESP-La Liga,2324,Osasuna,Juan Cruz Armada,ESP,DF,31-215,1992,14.6,739,613,123,9,0,0,15,112,0,0,0,0,560,3,9
ESP-La Liga,2324,Osasuna,Kike Barja,ESP,"FW,MF",26-333,1997,3.2,111,107,4,1,0,0,22,1,2,2,0,0,81,0,3
ESP-La Liga,2324,Osasuna,Lucas Torró,ESP,MF,29-224,1994,13.5,530,521,8,8,0,4,1,0,0,0,0,0,397,1,6
ESP-La Liga,2324,Osasuna,Moi Gómez,ESP,"MF,FW",29-250,1994,16.0,875,823,47,23,0,11,38,4,15,2,9,0,706,5,22
ESP-La Liga,2324,Osasuna,Nacho Vidal,ESP,"DF,FW",29-035,1995,1.1,40,36,4,1,0,1,0,3,0,0,0,0,27,0,2
ESP-La Liga,2324,Osasuna,Pablo Ibáñez,ESP,MF,25-161,1998,7.7,276,267,8,3,0,1,9,3,0,0,0,0,207,1,7
ESP-La Liga,2324,Osasuna,Raúl,ESP,FW,23-117,2000,8.3,182,173,7,1,0,0,4,1,0,0,0,0,108,2,9
ESP-La Liga,2324,Osasuna,Rubén García,ESP,FW,30-229,1993,9.0,395,361,34,10,1,0,47,3,19,11,6,1,260,0,20
ESP-La Liga,2324,Osasuna,Rubén Peña,ESP,"DF,FW",32-225,1991,16.6,777,623,148,4,2,2,80,143,0,0,0,0,507,6,33
ESP-La Liga,2324,Osasuna,Sergio Herrera,ESP,GK,30-268,1993,21.9,799,559,239,78,0,0,0,1,0,0,0,0,497,1,0
ESP-La Liga,2324,Osasuna,Unai García,ESP,DF,32-025,1992,3.6,115,103,11,10,0,3,1,1,0,0,0,0,86,1,0
ESP-La Liga,2324,Rayo Vallecano,Abdul Mumin,GHA,DF,25-267,1998,9.8,405,391,14,12,0,1,0,2,0,0,0,0,327,0,2
ESP-La Liga,2324,Rayo Vallecano,Alfonso Espino,URU,DF,32-054,1992,22.6,1204,955,246,22,2,5,41,224,0,0,0,0,905,3,37
ESP-La Liga,2324,Rayo Vallecano,Andrei Ratiu,ROU,DF,25-253,1998,3.6,161,119,42,3,0,0,6,39,0,0,0,0,124,0,6
ESP-La Liga,2324,Rayo Vallecano,Aridane Hernández,ESP,DF,34-342,1989,15.8,617,587,28,27,0,2,0,1,0,0,0,0,525,2,2
ESP-La Liga,2324,Rayo Vallecano,Bebé,CPV,"MF,FW",33-231,1990,1.6,70,58,12,2,0,2,19,4,6,4,1,0,39,0,3
ESP-La Liga,2324,Rayo Vallecano,Crespo,POR,MF,27-170,1996,1.7,79,77,2,2,1,1,1,0,0,0,0,0,71,0,1
ESP-La Liga,2324,Rayo Vallecano,Diego Méndez,ESP,MF,20-183,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
ESP-La Liga,2324,Rayo Vallecano,Florian Lejeune,FRA,DF,32-284,1991,26.0,1413,1306,98,80,1,30,5,3,1,1,0,0,1144,9,8
ESP-La Liga,2324,Rayo Vallecano,Isaac Palazón Camacho,ESP,"MF,FW",29-063,1994,21.2,816,715,93,33,5,12,85,5,51,19,18,1,552,8,24
ESP-La Liga,2324,Rayo Vallecano,Iván Balliu,ALB,DF,32-058,1992,22.0,1006,727,273,17,2,3,46,256,0,0,0,0,760,6,31
ESP-La Liga,2324,Rayo Vallecano,Jorge de Frutos,ESP,"MF,FW",27-008,1997,8.4,251,238,13,2,0,1,29,5,6,2,4,0,177,0,12
ESP-La Liga,2324,Rayo Vallecano,José Pozo,ESP,"MF,FW",27-350,1996,0.1,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
ESP-La Liga,2324,Rayo Vallecano,Kike Pérez,ESP,"MF,FW",27-014,1997,8.4,328,305,21,6,5,7,16,5,3,1,2,0,246,2,7
ESP-La Liga,2324,Rayo Vallecano,Pathé Ciss,SEN,MF,29-349,1994,12.3,569,536,28,25,2,11,3,1,0,0,0,0,461,5,8
ESP-La Liga,2324,Rayo Vallecano,Pep Chavarría,ESP,"DF,MF",25-324,1998,5.9,339,310,29,1,1,1,28,28,0,0,0,0,257,0,10
ESP-La Liga,2324,Rayo Vallecano,Radamel Falcao,COL,"FW,DF",38-018,1986,2.3,55,52,3,0,1,0,0,1,0,0,0,0,43,0,0
ESP-La Liga,2324,Rayo Vallecano,Randy Ntekja,FRA,"FW,MF",26-084,1997,5.2,140,132,5,0,0,1,1,1,0,0,0,0,98,3,4
ESP-La Liga,2324,Rayo Vallecano,Raúl de Tomás,ESP,FW,29-134,1994,11.1,215,196,16,1,0,4,8,0,0,0,0,0,165,3,6
ESP-La Liga,2324,Rayo Vallecano,Salvi,ESP,MF,32-335,1991,0.3,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0
ESP-La Liga,2324,Rayo Vallecano,Sergio Camello,ESP,FW,23-018,2001,12.2,254,232,17,0,4,1,1,0,0,0,0,0,192,5,7
ESP-La Liga,2324,Rayo Vallecano,Stole Dimitrievski,MKD,GK,30-065,1993,26.0,849,542,304,101,0,3,0,0,0,0,0,0,511,3,0
ESP-La Liga,2324,Rayo Vallecano,Unai López,ESP,MF,28-121,1995,15.5,903,820,74,36,0,12,45,7,28,17,2,1,739,9,14
ESP-La Liga,2324,Rayo Vallecano,Álvaro García,ESP,"FW,MF",31-124,1992,20.9,616,587,28,6,1,2,90,15,5,2,2,0,385,1,28
ESP-La Liga,2324,Rayo Vallecano,Óscar Trejo,ARG,"FW,MF",35-308,1988,10.6,507,480,23,5,2,0,14,3,9,1,4,0,416,4,11
ESP-La Liga,2324,Rayo Vallecano,Óscar Valentín,ESP,MF,29-192,1994,22.2,934,906,24,23,3,7,4,1,0,0,0,0,750,4,18
ESP-La Liga,2324,Real Madrid,Andriy Lunin,UKR,GK,25-017,1999,14.0,421,331,89,13,0,0,0,0,0,0,0,0,373,1,1
ESP-La Liga,2324,Real Madrid,Antonio Rüdiger,GER,DF,30-362,1993,21.0,1239,1204,33,18,2,7,4,7,0,0,0,0,1106,2,6
ESP-La Liga,2324,Real Madrid,Arda Güler,TUR,"FW,MF",19-003,2005,0.3,19,19,0,0,0,0,0,0,0,0,0,0,17,0,1
ESP-La Liga,2324,Real Madrid,Aurélien Tchouaméni,FRA,"MF,DF",24-032,2000,16.0,1094,1052,39,36,1,2,18,2,0,0,0,0,995,3,4
ESP-La Liga,2324,Real Madrid,Brahim Díaz,ESP,"FW,MF",24-209,1999,10.1,443,416,21,6,5,0,23,3,7,3,2,0,368,6,10
ESP-La Liga,2324,Real Madrid,Dani Carvajal,ESP,DF,32-048,1992,17.3,1040,902,137,25,3,3,37,112,0,0,0,0,898,1,22
ESP-La Liga,2324,Real Madrid,Dani Ceballos,ESP,"MF,FW",27-205,1996,2.6,198,185,12,5,3,3,4,3,4,1,1,0,171,1,5
ESP-La Liga,2324,Real Madrid,David Alaba,AUT,DF,31-249,1992,12.8,904,835,65,23,4,7,17,5,12,7,3,0,810,4,2
ESP-La Liga,2324,Real Madrid,Eduardo Camavinga,FRA,"MF,DF",21-110,2002,12.6,800,765,32,18,3,8,4,14,0,0,0,0,722,3,8
ESP-La Liga,2324,Real Madrid,Federico Valverde,URU,MF,25-221,1998,23.5,1577,1547,21,17,10,28,24,4,0,0,0,0,1418,9,12
ESP-La Liga,2324,Real Madrid,Ferland Mendy,FRA,DF,28-265,1995,12.4,814,716,98,10,0,4,4,88,0,0,0,0,767,0,5
ESP-La Liga,2324,Real Madrid,Fran Garcia,ESP,DF,24-198,1999,11.2,710,621,87,6,1,3,45,81,0,0,0,0,602,2,11
ESP-La Liga,2324,Real Madrid,Gonzalo García,ESP,"FW,MF",19-341,2004,0.2,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0
ESP-La Liga,2324,Real Madrid,Joselu,ESP,FW,33-338,1990,13.0,275,260,13,0,0,1,5,3,0,0,0,0,202,2,6
ESP-La Liga,2324,Real Madrid,Jude Bellingham,ENG,"MF,FW",20-244,2003,19.8,1136,1099,30,16,16,13,17,5,1,1,0,0,999,7,21
ESP-La Liga,2324,Real Madrid,Kepa Arrizabalaga,ESP,GK,29-148,1994,12.0,401,334,67,8,0,1,0,0,0,0,0,0,343,0,0
ESP-La Liga,2324,Real Madrid,Lucas Vázquez,ESP,DF,32-242,1991,10.2,732,642,89,6,4,2,32,81,2,0,1,0,632,1,11
ESP-La Liga,2324,Real Madrid,Luka Modrić,CRO,MF,38-172,1985,11.5,949,862,83,30,5,16,55,4,45,11,23,0,818,4,12
ESP-La Liga,2324,Real Madrid,Nacho,ESP,DF,34-041,1990,11.9,759,697,61,20,0,4,3,9,0,0,0,0,700,1,3
ESP-La Liga,2324,Real Madrid,Nicolás Paz,ARG,"MF,FW",19-173,2004,0.3,24,23,1,0,0,0,1,0,1,1,0,0,18,0,0
ESP-La Liga,2324,Real Madrid,Rodrygo,BRA,FW,23-050,2001,20.0,771,736,33,5,3,1,27,9,9,0,5,0,677,2,13
ESP-La Liga,2324,Real Madrid,Toni Kroos,GER,MF,34-055,1990,18.3,1933,1730,197,114,6,36,95,11,72,26,27,0,1761,6,11
ESP-La Liga,2324,Real Madrid,Vinicius Júnior,BRA,FW,23-231,2000,14.1,464,442,17,3,7,16,39,7,3,0,0,0,335,5,24
ESP-La Liga,2324,Real Madrid,Álvaro Muñoz,URU,FW,19-229,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP-La Liga,2324,Real Madrid,Éder Militão,BRA,DF,26-041,1998,0.5,32,32,0,0,0,1,0,0,0,0,0,0,31,0,0
ESP-La Liga,2324,Real Sociedad,Aihen Muñoz,ESP,DF,26-196,1997,12.5,702,524,175,11,0,1,29,164,0,0,0,0,504,3,19
ESP-La Liga,2324,Real Sociedad,Alberto Dadie,ESP,MF,21-223,2002,0.3,7,7,0,0,0,0,1,0,0,0,0,0,3,0,1
ESP-La Liga,2324,Real Sociedad,Alex Sola,ESP,"DF,MF",24-264,1999,0.3,16,9,7,1,0,0,0,6,0,0,0,0,12,0,0
ESP-La Liga,2324,Real Sociedad,Ander Barrenetxea,ESP,"FW,MF",22-063,2001,11.0,398,391,3,0,1,5,35,3,0,0,0,0,258,4,19
ESP-La Liga,2324,Real Sociedad,André Silva,POR,FW,28-114,1995,4.7,92,80,11,0,0,0,0,2,0,0,0,0,77,1,4
ESP-La Liga,2324,Real Sociedad,Aritz Elustondo,ESP,DF,29-337,1994,5.5,285,248,37,10,0,1,1,27,0,0,0,0,247,0,1
