,,,,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2324,Fulham,Tim Ream,USA,DF,36-146,1987,15.7,1149,148,543,584,30,7,1149,6,5,83.3,1,16.7,710,4044,2660,11,6,2,6,3,774,3
ENG-Premier League,2324,Fulham,Timothy Castagne,BEL,DF,28-085,1995,19.5,1399,74,478,604,323,44,1399,22,12,54.5,8,36.4,650,2748,1299,37,16,3,17,8,797,88
ENG-Premier League,2324,Fulham,Tom Cairney,SCO,MF,33-039,1991,13.3,1086,22,185,607,316,23,1086,28,22,78.6,4,14.3,709,3467,1676,29,30,6,23,16,866,52
ENG-Premier League,2324,Fulham,Tosin Adarabioyo,ENG,DF,26-157,1997,10.0,811,101,392,391,29,16,811,3,1,33.3,0,0.0,473,2805,1684,4,5,0,2,4,591,2
ENG-Premier League,2324,Fulham,Willian,BRA,FW,35-203,1988,16.4,934,11,114,368,463,50,932,42,18,42.9,19,45.2,636,4224,2055,63,52,20,28,18,735,132
ENG-Premier League,2324,Liverpool,Alexis Mac Allister,ARG,MF,25-066,1998,18.1,1414,42,262,882,283,9,1414,26,15,57.7,9,34.6,842,3589,1876,22,30,1,15,19,1002,17
ENG-Premier League,2324,Liverpool,Alisson,BRA,GK,31-149,1992,21.0,937,585,897,41,0,0,937,0,0,,0,,659,3013,1947,0,0,0,4,0,596,0
ENG-Premier League,2324,Liverpool,Andrew Robertson,SCO,DF,29-354,1994,10.9,917,49,260,434,229,15,917,8,3,37.5,5,62.5,517,2292,1329,29,21,3,9,2,610,48
ENG-Premier League,2324,Liverpool,Ben Doak,SCO,FW,18-109,2005,0.2,6,0,0,2,4,0,6,0,0,,0,,4,7,2,0,0,0,2,0,4,0
ENG-Premier League,2324,Liverpool,Bobby Clark,ENG,MF,19-021,2005,0.3,25,3,8,11,7,2,25,2,0,0.0,2,100.0,13,74,41,1,0,1,1,3,13,2
ENG-Premier League,2324,Liverpool,Caoimhín Kelleher,IRL,GK,25-097,1998,5.0,222,123,216,6,0,0,222,0,0,,0,,167,791,493,0,0,0,0,0,154,0
ENG-Premier League,2324,Liverpool,Cody Gakpo,NED,"FW,MF",24-297,1999,11.8,487,13,57,214,227,57,487,36,19,52.8,12,33.3,329,1740,842,25,17,8,33,17,372,79
ENG-Premier League,2324,Liverpool,Conor Bradley,NIR,DF,20-234,2003,3.3,252,7,52,102,100,11,252,12,5,41.7,4,33.3,144,829,456,13,11,2,7,5,153,19
ENG-Premier League,2324,Liverpool,Curtis Jones,ENG,MF,23-029,2001,10.6,726,22,112,406,216,28,726,26,13,50.0,9,34.6,490,2657,1189,27,19,6,13,21,550,64
ENG-Premier League,2324,Liverpool,Darwin Núñez,URU,FW,24-249,1999,16.3,582,9,31,176,387,137,581,35,12,34.3,17,48.6,357,2092,1014,43,27,25,38,23,436,149
ENG-Premier League,2324,Liverpool,Diogo Jota,POR,FW,27-086,1996,11.6,548,8,51,228,278,93,548,36,14,38.9,18,50.0,321,1926,1141,48,27,19,39,17,391,99
ENG-Premier League,2324,Liverpool,Dominik Szoboszlai,HUN,MF,23-126,2000,18.4,1393,34,197,700,516,37,1393,46,21,45.7,21,45.7,816,4307,2343,59,53,14,20,20,966,114
ENG-Premier League,2324,Liverpool,Harvey Elliott,ENG,"MF,FW",20-330,2003,7.5,550,5,44,263,248,34,550,10,6,60.0,4,40.0,342,2008,914,27,33,6,9,6,402,48
ENG-Premier League,2324,Liverpool,Ibrahima Konaté,FRA,DF,24-279,1999,13.8,1227,75,426,754,56,12,1227,8,5,62.5,0,0.0,822,4316,2688,16,14,0,4,5,879,3
ENG-Premier League,2324,Liverpool,James McConnell,ENG,MF,19-168,2004,0.0,10,0,1,7,2,0,10,1,0,0.0,0,0.0,5,47,11,0,1,0,1,0,6,0
ENG-Premier League,2324,Liverpool,Jarell Quansah,ENG,DF,21-030,2003,4.9,499,40,206,285,11,2,499,3,2,66.7,1,33.3,349,1758,799,4,2,0,0,0,376,0
ENG-Premier League,2324,Liverpool,Jayden Danns,ENG,FW,18-043,2006,0.0,4,0,0,2,2,0,4,0,0,,0,,2,4,2,0,1,0,0,0,2,0
ENG-Premier League,2324,Liverpool,Joe Gomez,ENG,DF,26-281,1997,14.1,1125,67,292,573,267,22,1125,29,13,44.8,11,37.9,638,3231,1526,29,20,3,21,7,702,83
ENG-Premier League,2324,Liverpool,Joël Matip,CMR,DF,32-204,1991,8.7,665,90,303,327,37,12,665,2,0,0.0,2,100.0,421,2195,1406,8,13,0,3,4,451,1
ENG-Premier League,2324,Liverpool,Kaide Gordon,ENG,FW,19-146,2004,0.0,2,0,0,0,2,1,2,0,0,,0,,0,0,0,0,0,0,1,0,0,0
ENG-Premier League,2324,Liverpool,Kostas Tsimikas,GRE,DF,27-292,1996,7.4,556,17,119,233,210,14,556,15,4,26.7,10,66.7,300,1642,838,22,19,3,9,4,326,65
ENG-Premier League,2324,Liverpool,Luis Díaz,COL,FW,27-046,1997,18.4,876,9,66,317,506,120,876,86,38,44.2,35,40.7,611,4205,2029,71,46,33,48,44,670,167
ENG-Premier League,2324,Liverpool,Mohamed Salah,EGY,FW,31-258,1992,19.8,944,3,36,341,579,158,938,55,19,34.5,35,63.6,689,3787,1871,74,38,50,48,39,780,228
ENG-Premier League,2324,Liverpool,Owen Beck,WAL,DF,21-203,2002,0.1,8,0,3,4,2,0,8,1,0,0.0,1,100.0,4,43,1,0,0,0,1,0,4,1
ENG-Premier League,2324,Liverpool,Ryan Gravenberch,NED,MF,21-288,2002,9.4,521,14,73,265,189,30,521,39,15,38.5,19,48.7,308,1795,992,31,22,8,33,11,338,51
ENG-Premier League,2324,Liverpool,Thiago Alcántara,ESP,MF,32-323,1991,0.1,10,0,4,5,1,0,10,0,0,,0,,9,33,15,0,0,0,0,0,9,0
ENG-Premier League,2324,Liverpool,Trent Alexander-Arnold,ENG,DF,25-144,1998,18.0,1711,60,398,901,431,20,1711,45,25,55.6,17,37.8,907,4259,1990,31,37,4,23,6,1087,65
ENG-Premier League,2324,Liverpool,Virgil van Dijk,NED,DF,32-235,1991,23.3,2109,261,909,1116,88,52,2109,3,1,33.3,1,33.3,1264,6276,3218,20,11,0,2,2,1430,6
ENG-Premier League,2324,Liverpool,Wataru Endo,JPN,MF,31-019,1993,10.8,824,26,157,547,125,7,824,5,2,40.0,2,40.0,489,1840,712,6,10,1,15,14,586,14
ENG-Premier League,2324,Luton Town,Albert Sambi Lokonga,BEL,MF,24-129,1999,9.7,595,43,145,336,120,6,595,17,8,47.1,6,35.3,368,2054,1125,18,13,1,5,5,388,8
ENG-Premier League,2324,Luton Town,Alfie Doughty,ENG,"DF,MF",24-069,1999,20.2,1261,48,309,407,565,55,1261,45,23,51.1,17,37.8,549,3470,1730,63,33,23,31,10,601,112
ENG-Premier League,2324,Luton Town,Amari'i Bell,JAM,DF,29-299,1994,19.1,1067,100,478,485,117,5,1067,27,10,37.0,15,55.6,582,3638,2019,32,25,1,18,5,604,10
ENG-Premier League,2324,Luton Town,Andros Townsend,ENG,"MF,FW",32-227,1991,8.7,395,13,58,141,202,16,395,23,12,52.2,11,47.8,220,1571,736,32,17,5,25,14,234,44
ENG-Premier League,2324,Luton Town,Carlton Morris,ENG,"FW,MF",28-074,1995,18.8,647,31,59,291,305,81,643,34,21,61.8,10,29.4,319,1699,642,21,15,11,32,36,470,81
ENG-Premier League,2324,Luton Town,Cauley Woodrow,ENG,"FW,MF",29-088,1994,2.5,120,8,22,39,60,16,120,3,2,66.7,1,33.3,62,254,96,5,2,1,5,6,90,15
ENG-Premier League,2324,Luton Town,Chiedozie Ogbene,IRL,"MF,DF",26-303,1997,17.3,828,37,149,295,411,74,828,96,50,52.1,32,33.3,504,4840,2942,104,60,40,46,15,502,119
ENG-Premier League,2324,Luton Town,Elijah Adebayo,ENG,FW,26-052,1998,12.9,395,24,46,154,200,74,395,53,14,26.4,36,67.9,220,1218,355,14,11,11,56,25,281,85
ENG-Premier League,2324,Luton Town,Gabriel Osho,ENG,DF,25-198,1998,14.6,690,127,396,266,36,13,690,10,6,60.0,4,40.0,314,1511,706,3,6,0,7,10,311,0
ENG-Premier League,2324,Luton Town,Issa Kaboré,BFA,DF,22-292,2001,11.8,584,44,184,231,175,13,584,23,10,43.5,11,47.8,244,1741,887,33,18,7,20,5,243,46
ENG-Premier League,2324,Luton Town,Jacob Brown,SCO,"MF,FW",25-324,1998,11.3,427,30,103,152,181,50,427,25,6,24.0,16,64.0,200,1112,504,25,14,9,24,25,237,53
ENG-Premier League,2324,Luton Town,Jordan Clark,ENG,MF,30-159,1993,4.4,194,9,31,94,70,14,194,15,4,26.7,6,40.0,106,621,294,10,4,4,10,8,126,14
