Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls Std,Ast Std,G+A Std,G-PK Std,PK Std,PKatt Std,CrdY Std,CrdR Std,xG Std,npxG Std,xAG Std,npxG+xAG Std,PrgC Std,PrgP Std,PrgR Std,Gls.1 Std,Ast.1 Std,G+A.1 Std,G-PK.1 Std,G+A-PK Std,xG.1 Std,xAG.1 Std,xG+xAG Std,npxG.1 Std,npxG+xAG.1 Std,Matches Std,Gls St,Sh St,SoT St,SoT% St,Sh/90 St,SoT/90 St,G/Sh St,G/SoT St,Dist St,FK St,PK St,PKatt St,xG St,npxG St,npxG/Sh St,G-xG St,np:G-xG St,Matches St,Cmp Pass,Att Pass,Cmp% Pass,TotDist Pass,PrgDist Pass,Cmp.1 Pass,Att.1 Pass,Cmp%.1 Pass,Cmp.2 Pass,Att.2 Pass,Cmp%.2 Pass,Cmp.3 Pass,Att.3 Pass,Cmp%.3 Pass,Ast Pass,xAG Pass,xA Pass,A-xAG Pass,KP Pass,1/3 Pass,PPA Pass,CrsPA Pass,PrgP Pass,Matches Pass,Att Pt,Live Pt,Dead Pt,FK Pt,TB Pt,Sw Pt,Crs Pt,TI Pt,CK Pt,In Pt,Out Pt,Str Pt,Cmp Pt,Off Pt,Blocks Pt,Matches Pt,SCA Gca,SCA90 Gca,PassLive Gca,PassDead Gca,TO Gca,Sh Gca,Fld Gca,Def Gca,GCA Gca,GCA90 Gca,PassLive.1 Gca,PassDead.1 Gca,TO.1 Gca,Sh.1 Gca,Fld.1 Gca,Def.1 Gca,Matches Gca,Tkl Def,TklW Def,Def 3rd Def,Mid 3rd Def,Att 3rd Def,Tkl.1 Def,Att Def,Tkl% Def,Lost Def,Blocks Def,Sh Def,Pass Def,Int Def,Tkl+Int Def,Clr Def,Err Def,Matches Def,Touches Poss,Def Pen Poss,Def 3rd Poss,Mid 3rd Poss,Att 3rd Poss,Att Pen Poss,Live Poss,Att Poss,Succ Poss,Succ% Poss,Tkld Poss,Tkld% Poss,Carries Poss,TotDist Poss,PrgDist Poss,PrgC Poss,1/3 Poss,CPA Poss,Mis Poss,Dis Poss,Rec Poss,PrgR Poss,Matches Poss,Mn/MP Play,Min% Play,Mn/Start Play,Compl Play,Subs Play,Mn/Sub Play,unSub Play,PPM Play,onG Play,onGA Play,+/- Play,+/-90 Play,On-Off Play,onxG Play,onxGA Play,xG+/- Play,xG+/-90 Play,On-Off.1 Play,Matches Play,CrdY Misc,CrdR Misc,2CrdY Misc,Fls Misc,Fld Misc,Off Misc,Crs Misc,Int Misc,TklW Misc,PKwon Misc,PKcon Misc,OG Misc,Recov Misc,Won Misc,Lost Misc,Won% Misc,Matches Misc,League Name,League ID,Season
2195,Lorenzo Venuti,it ITA,"DF,FW",Lecce,it Serie A,28,1995,2,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,43,52,82.7,914,312,15,15,100.0,18,22,81.8,10,15,66.7,0,0.0,0.0,0.0,0,6,0,0,2,Matches,52,45,7,1,0,0,0,6,0,0,0,0,43,0,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1,1,1,0,0,1,1,100.0,0,3,2,1,2,3,5,0,Matches,62,8,26,29,7,0,62,0,0,,0,,36,124,61,0,0,0,0,0,40,2,Matches,33,6.1,62,0,1,4,9,0.50,0,1,-1,-1.36,-1.19,0.0,1.3,-1.2,-1.64,-1.13,Matches,0,0,0,0,0,0,0,2,1,0,0,0,3,1,1,50.0,Matches,Big-5-European-Leagues,Big5,2023-2024
2196,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,21,2002,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,245,281,87.2,5140,3628,89,90,98.9,112,114,98.2,43,75,57.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches,281,250,31,5,0,0,0,0,0,0,0,0,245,0,1,Matches,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches,291,227,289,2,0,0,291,1,1,100.0,0,0.0,210,718,378,0,0,0,0,0,193,0,Matches,90,46.2,90,6,0,,7,1.83,13,10,+3,+0.50,+0.21,8.9,10.6,-1.7,-0.28,-0.97,Matches,1,0,0,0,1,0,0,0,0,0,0,0,10,1,0,100.0,Matches,Big-5-European-Leagues,Big5,2023-2024
2197,Simone Verdi,it ITA,FW,Torino,it Serie A,31,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.50,0.00,1.50,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1,1,100.0,7,5,1,1,100.0,0,0,,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,Matches,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches,1,22.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,2,0,1,0,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,4,0.4,,0,1,4,0,1.00,0,0,0,0.00,+0.33,0.2,0.0,+0.2,+3.63,+3.77,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Big-5-European-Leagues,Big5,2023-2024
2198,Jordan Veretout,fr FRA,MF,Marseille,fr Ligue 1,30,1993,11,8,791,8.8,0,1,1,0,0,0,3,0,0.7,0.7,1.9,2.6,15,88,29,0.00,0.11,0.11,0.00,0.11,0.08,0.21,0.29,0.08,0.29,Matches,0,8,2,25.0,0.91,0.23,0.00,0.00,24.9,1,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,411,519,79.2,7953,2448,141,165,85.5,214,255,83.9,46,83,55.4,1,1.9,2.2,-0.9,16,65,14,5,88,Matches,519,469,49,17,3,2,41,6,26,9,12,0,411,1,6,Matches,36,4.10,27,6,2,1,0,0,5,0.57,4,1,0,0,0,0,Matches,18,11,11,5,2,8,16,50.0,8,10,4,6,7,25,11,0,Matches,587,26,101,309,184,9,587,7,4,57.1,3,42.9,396,2467,953,15,16,3,10,7,380,29,Matches,72,73.2,87,7,3,31,0,1.00,8,13,-5,-0.57,-1.81,14.3,9.6,+4.7,+0.53,-0.55,Matches,3,0,0,10,4,1,41,7,11,0,0,0,58,4,9,30.8,Matches,Big-5-European-Leagues,Big5,2023-2024
2199,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,30,1993,10,9,748,8.3,2,1,3,0,2,2,1,0,2.0,0.4,0.7,1.1,4,46,7,0.24,0.12,0.36,0.00,0.12,0.24,0.08,0.32,0.05,0.14,Matches,2,8,2,25.0,0.96,0.24,0.00,0.00,26.5,0,2,2,2.0,0.4,0.05,0.0,-0.4,Matches,306,397,77.1,5176,1682,160,188,85.1,113,137,82.5,30,54,55.6,1,0.7,0.7,+0.3,3,36,5,1,46,Matches,397,394,3,2,2,2,6,0,1,0,1,0,306,0,7,Matches,10,1.20,9,0,0,0,0,1,1,0.12,1,0,0,0,0,0,Matches,20,9,5,13,2,9,21,42.9,12,9,2,7,14,34,18,1,Matches,501,25,88,330,87,7,499,4,0,0.0,4,100.0,256,1043,507,4,7,0,10,4,318,7,Matches,75,63.9,80,5,1,26,1,2.10,20,11,+9,+1.08,+1.30,17.0,9.1,+8.0,+0.96,+0.78,Matches,1,0,0,16,3,0,6,14,9,0,0,0,51,12,16,42.9,Matches,Big-5-European-Leagues,Big5,2023-2024
2200,Guglielmo Vicario,it ITA,GK,Tottenham,eng Premier League,27,1996,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,429,530,80.9,8491,5142,143,145,98.6,233,239,97.5,49,138,35.5,0,0.0,0.0,0.0,0,3,0,0,0,Matches,530,413,114,37,0,0,0,0,0,0,0,0,429,3,1,Matches,1,0.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,13,1,Matches,568,439,567,1,0,0,568,0,0,,0,,335,1457,849,0,0,0,0,0,310,0,Matches,90,100.0,90,13,0,,0,2.00,25,17,+8,+0.62,,21.5,20.3,+1.2,+0.09,,Matches,2,0,0,0,3,0,0,0,0,0,0,0,21,8,0,100.0,Matches,Big-5-European-Leagues,Big5,2023-2024
2201,Nacho Vidal,es ESP,"FW,DF",Osasuna,es La Liga,28,1995,3,0,62,0.7,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,1,1,1.45,0.00,1.45,1.45,1.45,0.28,0.02,0.30,0.28,0.30,Matches,1,2,1,50.0,2.90,1.45,0.50,1.00,12.7,0,0,0,0.2,0.2,0.10,+0.8,+0.8,Matches,14,21,66.7,297,121,3,5,60.0,8,8,100.0,2,5,40.0,0,0.0,0.0,0.0,1,1,0,0,1,Matches,21,18,3,1,0,1,0,2,0,0,0,0,14,0,2,Matches,1,1.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4,4,2,1,1,2,2,100.0,0,2,0,2,0,4,3,0,Matches,35,2,14,11,10,3,35,1,1,100.0,0,0.0,13,42,14,0,0,0,0,1,12,1,Matches,21,4.9,,0,3,21,11,2.00,1,2,-1,-1.45,-0.93,0.9,1.8,-1.0,-1.41,-1.08,Matches,0,0,0,0,1,0,0,0,4,0,0,0,2,0,3,0.0,Matches,Big-5-European-Leagues,Big5,2023-2024
2202,Fabio Vieira,pt POR,MF,Arsenal,eng Premier League,23,2000,8,2,241,2.7,1,2,3,0,1,1,0,1,1.2,0.4,1.1,1.5,9,12,24,0.37,0.75,1.12,0.00,0.75,0.45,0.40,0.84,0.15,0.55,Matches,1,5,1,20.0,1.87,0.37,0.00,0.00,18.3,0,1,1,1.2,0.4,0.08,-0.2,-0.4,Matches,91,115,79.1,1564,303,46,52,88.5,36,44,81.8,8,15,53.3,2,1.1,0.5,+0.9,3,9,3,1,12,Matches,115,104,10,3,3,2,13,0,6,1,0,0,91,1,1,Matches,9,3.36,4,1,0,1,3,0,5,1.87,1,1,0,0,3,0,Matches,3,2,2,0,1,3,3,100.0,0,0,0,0,2,5,1,0,Matches,143,2,11,54,80,17,142,8,2,25.0,5,62.5,93,449,227,9,2,3,5,4,108,24,Matches,30,20.6,62,0,6,20,3,2.13,10,2,+8,+2.99,+2.12,6.8,1.5,+5.3,+1.98,+1.31,Matches,0,1,0,6,10,1,13,2,2,2,0,0,13,0,0,,Matches,Big-5-European-Leagues,Big5,2023-2024
2203,Jonathan Viera,es ESP,"MF,FW",Las Palmas,es La Liga,34,1989,9,7,617,6.9,2,1,3,0,2,2,1,0,2.3,0.7,1.0,1.7,26,65,37,0.29,0.15,0.44,0.00,0.15,0.33,0.14,0.47,0.10,0.24,Matches,2,12,4,33.3,1.75,0.58,0.00,0.00,24.0,2,2,2,2.3,0.7,0.06,-0.3,-0.7,Matches,456,513,88.9,5988,1489,278,296,93.9,141,158,89.2,9,18,50.0,1,1.0,1.2,0.0,17,35,16,1,65,Matches,513,471,41,17,2,1,16,2,15,6,1,0,456,1,7,Matches,30,4.37,26,2,1,0,1,0,1,0.15,1,0,0,0,0,0,Matches,6,3,1,2,3,1,9,11.1,8,0,0,0,0,6,1,0,Matches,565,0,40,331,203,22,563,22,10,45.5,7,31.8,379,1818,993,26,21,5,15,9,481,37,Matches,69,49.0,82,3,2,22,0,1.22,3,7,-4,-0.58,-0.86,6.4,8.6,-2.2,-0.32,-0.06,Matches,1,0,0,3,16,1,16,0,3,0,0,0,28,1,4,20.0,Matches,Big-5-European-Leagues,Big5,2023-2024
2204,Samuele Vignato,it ITA,"MF,FW",Monza,it Serie A,19,2004,9,3,331,3.7,1,0,1,1,0,0,2,0,1.7,1.7,0.2,1.8,13,13,20,0.27,0.00,0.27,0.27,0.27,0.46,0.04,0.50,0.46,0.50,Matches,1,7,4,57.1,1.90,1.09,0.14,0.25,15.1,0,0,0,1.7,1.7,0.24,-0.7,-0.7,Matches,105,124,84.7,1697,425,61,67,91.0,32,37,86.5,11,15,73.3,0,0.2,0.2,-0.2,4,9,2,0,13,Matches,124,115,9,1,1,3,8,1,6,0,5,0,105,0,3,Matches,10,2.72,7,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,5,4,1,3,1,2,3,66.7,1,2,0,2,0,5,1,0,Matches,162,0,20,82,65,12,162,9,5,55.6,4,44.4,107,670,348,13,8,6,10,6,122,20,Matches,37,28.3,65,0,6,23,2,1.67,4,2,+2,+0.54,+0.54,3.7,3.5,+0.2,+0.05,+0.14,Matches,2,0,0,4,4,1,8,0,4,0,0,0,11,1,5,16.7,Matches,Big-5-European-Leagues,Big5,2023-2024
2205,Oscar Vilhelmsson,se SWE,"FW,MF",Darmstadt 98,de Bundesliga,20,2003,7,4,329,3.7,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,2,1,20,0.27,0.00,0.27,0.27,0.27,0.16,0.00,0.16,0.16,0.16,Matches,1,6,1,16.7,1.64,0.27,0.17,1.00,13.1,0,0,0,0.6,0.6,0.10,+0.4,+0.4,Matches,23,55,41.8,344,33,12,22,54.5,9,21,42.9,1,5,20.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,55,52,3,0,0,0,5,0,0,0,0,0,23,0,2,Matches,4,1.10,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5,3,0,3,2,2,2,100.0,0,5,1,4,1,6,2,0,Matches,88,3,5,40,43,10,88,2,0,0.0,2,100.0,33,111,34,2,1,1,8,4,61,20,Matches,47,30.5,66,0,3,22,2,0.29,2,5,-3,-0.82,+0.98,4.0,4.6,-0.6,-0.15,+1.31,Matches,1,0,0,12,6,1,5,1,3,0,0,0,4,16,9,64.0,Matches,Big-5-European-Leagues,Big5,2023-2024
2206,Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,26,1997,7,0,147,1.6,1,1,2,1,0,0,0,0,0.8,0.8,0.9,1.6,5,5,10,0.61,0.61,1.22,0.61,1.22,0.48,0.53,1.01,0.48,1.01,Matches,1,4,1,25.0,2.45,0.61,0.25,1.00,9.1,0,0,0,0.8,0.8,0.20,+0.2,+0.2,Matches,34,49,69.4,436,65,24,34,70.6,5,6,83.3,2,2,100.0,1,0.9,0.5,+0.1,6,2,3,0,5,Matches,49,46,3,0,0,0,0,0,0,0,0,0,34,0,1,Matches,8,4.90,7,0,1,0,0,0,1,0.61,1,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,Matches,70,2,6,27,37,15,70,4,1,25.0,2,50.0,39,161,86,5,2,5,5,5,52,10,Matches,21,12.6,,0,7,21,6,2.29,6,4,+2,+1.22,+0.70,5.1,2.5,+2.7,+1.65,+1.11,Matches,0,0,0,5,4,2,0,0,0,0,0,0,7,10,5,66.7,Matches,Big-5-European-Leagues,Big5,2023-2024
2207,Gonzalo Villar,es ESP,MF,Granada,es La Liga,25,1998,13,7,652,7.2,1,3,4,1,0,0,4,0,1.1,1.1,1.0,2.1,8,29,5,0.14,0.41,0.55,0.14,0.55,0.15,0.14,0.29,0.15,0.29,Matches,1,5,3,60.0,0.69,0.41,0.20,0.33,22.3,0,0,0,1.1,1.1,0.21,-0.1,-0.1,Matches,294,369,79.7,4864,1583,154,171,90.1,98,124,79.0,31,48,64.6,3,1.0,1.1,+2.0,4,26,4,0,29,Matches,369,342,26,17,5,2,8,1,8,5,1,0,294,1,9,Matches,22,3.04,14,1,3,0,1,3,6,0.83,5,0,0,0,0,1,Matches,14,11,7,6,1,9,18,50.0,9,14,4,10,2,16,13,0,Matches,439,21,138,258,59,8,439,18,12,66.7,5,27.8,278,1557,842,8,11,1,5,8,281,5,Matches,50,51.7,71,1,6,26,0,0.31,13,16,-3,-0.41,+1.21,10.4,14.6,-4.2,-0.58,+0.30,Matches,4,0,0,15,23,0,8,2,11,1,0,0,66,14,4,77.8,Matches,Big-5-European-Leagues,Big5,2023-2024
2208,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,26,1997,10,10,834,9.3,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,160,264,60.6,4795,3659,23,23,100.0,82,82,100.0,55,157,35.0,0,0.1,0.0,-0.1,1,4,0,0,0,Matches,264,159,104,24,0,0,0,0,0,0,0,0,160,1,1,Matches,2,0.22,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,0,Matches,285,256,285,0,0,0,285,0,0,,0,,142,729,472,0,0,0,0,0,95,0,Matches,83,66.2,83,9,0,,3,0.60,10,15,-5,-0.54,+0.52,13.1,13.4,-0.2,-0.02,+0.52,Matches,0,1,0,2,2,0,0,0,0,0,2,0,14,1,0,100.0,Matches,Big-5-European-Leagues,Big5,2023-2024
2209,Matías Viña,uy URU,DF,Sassuolo,it Serie A,26,1997,13,11,853,9.5,0,3,3,0,0,0,1,0,0.3,0.3,1.2,1.4,23,41,33,0.00,0.32,0.32,0.00,0.32,0.03,0.13,0.15,0.03,0.15,Matches,0,7,1,14.3,0.74,0.11,0.00,0.00,21.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,350,479,73.1,5734,2506,182,207,87.9,131,178,73.6,28,67,41.8,3,1.2,0.7,+1.8,13,42,9,3,41,Matches,479,378,101,17,1,2,28,83,1,0,1,0,350,0,12,Matches,26,2.74,20,2,2,0,1,1,5,0.53,5,0,0,0,0,0,Matches,31,18,19,7,5,17,32,53.1,15,11,1,10,8,39,28,0,Matches,606,28,209,243,161,12,606,27,11,40.7,15,55.6,296,1669,984,23,15,5,14,5,326,33,Matches,66,72.9,70,3,2,41,0,1.15,14,13,+1,+0.11,+1.53,12.1,15.8,-3.7,-0.39,+0.31,Matches,1,0,0,11,8,0,28,8,18,0,0,1,41,10,13,43.5,Matches,Big-5-European-Leagues,Big5,2023-2024
2210,Carlos Vinícius,br BRA,FW,Fulham,eng Premier League,28,1995,7,2,233,2.6,1,0,1,1,0,0,1,0,0.7,0.7,0.5,1.2,2,2,8,0.39,0.00,0.39,0.39,0.39,0.26,0.21,0.47,0.26,0.47,Matches,1,6,3,50.0,2.32,1.16,0.17,0.33,10.9,0,0,0,0.7,0.7,0.11,+0.3,+0.3,Matches,27,40,67.5,326,71,17,22,77.3,6,12,50.0,1,1,100.0,0,0.5,0.1,-0.5,4,1,0,0,2,Matches,40,40,0,0,0,0,1,0,0,0,0,0,27,0,0,Matches,8,3.09,7,0,1,0,0,0,1,0.39,1,0,0,0,0,0,Matches,3,2,0,1,2,0,2,0.0,2,3,0,3,0,3,1,0,Matches,67,1,9,32,29,11,67,5,2,40.0,3,60.0,44,204,81,2,2,2,9,5,52,8,Matches,33,21.6,61,0,5,22,4,1.00,3,3,0,0.00,+1.06,3.9,3.6,+0.2,+0.10,+1.14,Matches,1,0,0,4,1,6,1,0,2,0,0,0,6,4,7,36.4,Matches,Big-5-European-Leagues,Big5,2023-2024
2211,Nicolas Viola,it ITA,MF,Cagliari,it Serie A,34,1989,7,2,307,3.4,2,1,3,2,0,0,1,0,0.9,0.9,0.7,1.6,10,14,20,0.59,0.29,0.88,0.59,0.88,0.27,0.20,0.47,0.27,0.47,Matches,2,12,3,25.0,3.52,0.88,0.17,0.67,20.4,1,0,0,0.9,0.9,0.08,+1.1,+1.1,Matches,107,161,66.5,2100,909,42,55,76.4,36,48,75.0,22,47,46.8,1,0.7,0.6,+0.3,8,14,3,1,14,Matches,161,128,33,12,1,2,34,1,20,5,6,7,107,0,5,Matches,17,5.00,6,5,2,1,2,1,2,0.59,1,0,0,0,0,1,Matches,2,1,0,1,1,2,4,50.0,2,2,0,2,0,2,3,0,Matches,207,3,20,100,91,12,207,10,6,60.0,3,30.0,122,676,298,10,7,4,12,8,148,20,Matches,44,26.2,69,0,5,34,6,1.14,9,6,+3,+0.88,+2.44,5.8,4.2,+1.6,+0.47,+1.10,Matches,1,0,0,7,7,1,34,0,1,0,1,0,13,3,7,30.0,Matches,Big-5-European-Leagues,Big5,2023-2024
2212,Alan Virginius,fr FRA,FW,Lille,fr Ligue 1,20,2003,2,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,14,17,82.4,183,45,7,8,87.5,5,7,71.4,0,0,,0,0.0,0.0,0.0,1,2,0,0,2,Matches,17,17,0,0,0,0,1,0,0,0,0,0,14,0,0,Matches,2,2.54,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches,21,0,2,10,9,2,21,4,2,50.0,2,50.0,19,109,54,1,0,1,1,0,18,4,Matches,36,6.1,66,0,1,5,5,2.00,0,1,-1,-1.27,-1.84,0.9,1.1,-0.3,-0.32,-0.79,Matches,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0.0,Matches,Big-5-European-Leagues,Big5,2023-2024
2213,Ricardo Visus,es ESP,DF,Betis,es La Liga,22,2001,1,0,31,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches,,,,,,,,,,,,,,,0,,,,,,,,,Matches,,,,,,,0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,Matches,,0,,,,,,,,,,,1,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,Matches,31,2.5,,0,1,31,3,1.00,0,0,0,0.00,-0.15,,,,,,Matches,0,0,0,1,0,0,0,1,0,,,0,,,,,Matches,Big-5-European-Leagues,Big5,2023-2024
2214,Mattia Viti,it ITA,DF,Sassuolo,it Serie A,21,2002,4,3,235,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,89,100,89.0,1596,460,32,33,97.0,46,48,95.8,7,12,58.3,0,0.0,0.0,0.0,0,4,0,0,6,Matches,100,85,15,4,0,0,1,5,0,0,0,0,89,0,1,Matches,1,0.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1,0,0,1,0,0,4,0.0,4,5,3,2,3,4,14,0,Matches,128,33,80,46,3,0,128,1,1,100.0,0,0.0,61,267,128,0,0,0,1,2,71,1,Matches,59,20.1,63,0,1,45,6,2.25,5,4,+1,+0.38,+0.86,3.0,3.1,0.0,-0.02,+0.57,Matches,0,0,0,4,3,0,1,3,0,0,1,0,5,4,2,66.7,Matches,Big-5-European-Leagues,Big5,2023-2024
2215,Vitinha,pt POR,FW,Marseille,fr Ligue 1,23,2000,11,6,520,5.8,2,0,2,2,0,0,1,0,2.2,2.2,1.8,4.0,9,14,50,0.35,0.00,0.35,0.35,0.35,0.38,0.31,0.70,0.38,0.70,Matches,2,22,6,27.3,3.81,1.04,0.09,0.33,12.6,0,0,0,2.2,2.2,0.10,-0.2,-0.2,Matches,93,125,74.4,1244,313,58,64,90.6,25,35,71.4,4,8,50.0,0,1.8,1.0,-1.8,11,8,5,2,14,Matches,125,112,11,1,0,0,13,3,0,0,0,0,93,2,7,Matches,19,3.29,12,0,2,1,3,1,2,0.35,0,0,1,1,0,0,Matches,8,4,3,1,4,1,10,10.0,9,5,1,4,5,13,1,0,Matches,204,5,24,71,114,43,204,20,12,60.0,8,40.0,135,837,355,9,7,6,18,8,131,50,Matches,47,48.1,74,2,5,15,1,1.27,7,5,+2,+0.35,+0.83,12.2,5.6,+6.6,+1.15,+0.90,Matches,1,0,0,11,9,3,13,5,4,0,0,0,22,5,19,20.8,Matches,Big-5-European-Leagues,Big5,2023-2024
2216,Vitinha,pt POR,"MF,FW",Paris S-G,fr Ligue 1,23,2000,12,9,826,9.2,3,0,3,3,0,0,0,0,1.0,1.0,1.1,2.1,14,69,63,0.33,0.00,0.33,0.33,0.33,0.11,0.12,0.22,0.11,0.22,Matches,3,18,8,44.4,1.96,0.87,0.17,0.38,22.8,1,0,0,1.0,1.0,0.05,+2.0,+2.0,Matches,585,656,89.2,9392,2224,301,328,91.8,226,241,93.8,37,46,80.4,0,1.1,1.1,-1.1,18,45,14,0,69,Matches,656,624,31,13,3,3,11,1,4,0,2,0,585,1,15,Matches,41,4.39,36,4,0,0,1,0,4,0.43,4,0,0,0,0,0,Matches,14,9,5,3,6,10,20,50.0,10,10,2,8,7,21,8,2,Matches,754,18,96,393,274,24,754,25,16,64.0,9,36.0,621,3245,1194,14,30,2,18,10,591,63,Matches,69,70.6,82,4,3,30,1,2.25,25,9,+16,+1.74,-0.09,23.0,9.5,+13.5,+1.45,+0.94,Matches,0,0,0,6,6,1,11,7,9,0,0,0,50,0,5,0.0,Matches,Big-5-European-Leagues,Big5,2023-2024
2217,Vitinho,br BRA,DF,Burnley,eng Premier League,24,1999,7,6,510,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,15,14,13,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,0,2,0,0.0,0.35,0.00,0.00,,23.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,201,267,75.3,3160,962,112,124,90.3,78,101,77.2,10,20,50.0,0,0.1,0.1,-0.1,3,7,2,0,14,Matches,267,213,54,1,0,0,7,53,0,0,0,0,201,0,10,Matches,10,1.76,9,0,1,0,0,0,1,0.18,1,0,0,0,0,0,Matches,6,6,4,2,0,4,12,33.3,8,6,1,5,2,8,10,1,Matches,310,13,95,146,70,6,310,7,3,42.9,2,28.6,158,1001,520,15,6,2,6,6,175,13,Matches,73,43.6,85,4,1,3,2,0.00,4,14,-10,-1.76,-0.13,4.2,8.5,-4.3,-0.75,+0.28,Matches,0,0,0,5,5,0,7,2,6,0,1,0,20,5,2,71.4,Matches,Big-5-European-Leagues,Big5,2023-2024
