,,,,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
FRA-Ligue 1,2324,Nantes,Bastien Meupiyou,FRA,DF,17-337,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Bénie Adama Traore,CIV,"FW,MF",21-081,2002,1.8,7,3.82,6,0,0,1,0,0,1,0.55,1,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Denis Petrić,SRB,GK,35-271,1988,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Douglas,BRA,MF,27-037,1997,14.6,31,2.12,21,5,0,1,3,1,2,0.14,2,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Enzo Mongo,FRA,DF,18-317,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Eray Cömert,SUI,DF,26-015,1998,14.7,11,0.75,7,0,0,1,1,2,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Fabien Centonze,FRA,DF,28-034,1996,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Florent Mollet,FRA,"MF,FW",32-092,1991,15.4,47,3.05,26,12,3,5,1,0,4,0.26,1,2,0,0,1,0
FRA-Ligue 1,2324,Nantes,Hugo Boutsingkham,FRA,"MF,FW",21-030,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Ignatius Ganago,CMR,"FW,MF",25-003,1999,2.0,5,2.45,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Jaouen Hadjam,ALG,DF,20-330,2003,1.2,7,5.53,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Jean-Charles Castelletto,CMR,DF,29-024,1995,17.6,16,0.91,14,0,1,0,1,0,1,0.06,1,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Jean-Kevin Duverne,HAI,DF,26-222,1997,12.9,12,0.93,10,0,0,1,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Kelvin Amian,FRA,DF,26-011,1998,1.1,1,0.89,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Lamine Diack,SEN,MF,23-096,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Marcus Coco,FRA,DF,27-240,1996,11.6,19,1.63,17,0,1,1,0,0,1,0.09,0,0,0,1,0,0
FRA-Ligue 1,2324,Nantes,Marquinhos,BRA,"FW,MF",20-318,2003,1.7,9,5.26,8,0,0,0,1,0,1,0.58,0,0,0,0,1,0
FRA-Ligue 1,2324,Nantes,Matthis Abline,FRA,FW,20-328,2003,5.1,21,4.14,18,0,3,0,0,0,1,0.2,0,0,1,0,0,0
FRA-Ligue 1,2324,Nantes,Moses Simon,NGA,"FW,MF",28-222,1995,16.1,53,3.29,35,1,10,2,5,0,6,0.37,5,0,0,0,1,0
FRA-Ligue 1,2324,Nantes,Mostafa Mohamed,EGY,FW,26-083,1997,14.2,22,1.55,11,0,3,6,2,0,3,0.21,2,0,0,0,1,0
FRA-Ligue 1,2324,Nantes,Moussa Sissoko,FRA,MF,34-187,1989,9.3,15,1.62,12,0,0,2,0,1,1,0.11,0,0,0,1,0,0
FRA-Ligue 1,2324,Nantes,Nathan Zeze,FRA,DF,18-246,2005,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Nicolas Cozza,FRA,DF,25-042,1999,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Nicolas Pallois,FRA,DF,36-153,1987,10.4,6,0.58,5,0,1,0,0,0,1,0.1,1,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Pedro Chirivella,ESP,MF,26-272,1997,20.1,42,2.08,37,1,0,2,0,2,1,0.05,1,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Quentin Merlin,FRA,DF,21-279,2002,14.3,44,3.09,36,4,0,3,0,1,5,0.35,3,1,0,1,0,0
FRA-Ligue 1,2324,Nantes,Ronaël Pierre-Gabriel,FRA,DF,25-251,1998,6.6,4,0.6,1,0,0,2,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Rémy Descamps,FRA,GK,27-239,1996,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Samuel Moutoussamy,COD,MF,27-191,1996,7.7,23,3.0,19,0,1,0,2,1,2,0.26,1,0,0,0,1,0
FRA-Ligue 1,2324,Nantes,Stredair Appuah,FRA,"FW,MF",19-237,2004,0.7,2,2.77,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Tino Kadewere,ZIM,"MF,FW",28-045,1996,4.3,10,2.32,9,0,0,1,0,0,1,0.23,1,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Alexis Claude-Maurice,FRA,MF,25-258,1998,2.5,4,1.58,2,1,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Aliou Badara Baldé,SEN,FW,21-069,2002,0.6,3,4.82,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Antoine Mendy,FRA,DF,19-268,2004,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Badredine Bouanani,ALG,FW,19-073,2004,1.8,10,5.59,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Bilal Brahimi,ALG,FW,23-342,2000,0.1,1,8.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Dante,BRA,DF,40-124,1983,20.6,32,1.55,31,0,0,1,0,0,4,0.19,4,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Evann Guessand,FRA,FW,22-233,2001,11.1,30,2.71,18,0,4,2,4,2,4,0.36,1,0,1,0,2,0
FRA-Ligue 1,2324,Nice,Gaëtan Laborde,FRA,FW,29-292,1994,17.1,40,2.34,30,0,5,3,0,2,2,0.12,1,0,0,1,0,0
FRA-Ligue 1,2324,Nice,Hicham Boudaoui,ALG,MF,24-149,1999,10.8,24,2.22,15,2,2,4,1,0,1,0.09,1,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Jean-Clair Todibo,FRA,DF,24-051,1999,17.6,27,1.53,24,0,0,2,0,1,4,0.23,3,0,0,1,0,0
FRA-Ligue 1,2324,Nice,Jeremie Boga,CIV,FW,27-047,1997,11.6,41,3.53,21,7,8,4,1,0,5,0.43,2,1,2,0,0,0
FRA-Ligue 1,2324,Nice,Jordan Lotomba,SUI,DF,25-143,1998,12.7,20,1.57,14,2,1,2,1,0,1,0.08,1,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Khéphren Thuram,FRA,MF,22-330,2001,13.1,52,3.98,35,0,6,6,3,2,2,0.15,2,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Marcin Bułka,POL,GK,24-138,1999,22.0,2,0.09,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Melvin Bard,FRA,DF,23-105,2000,20.6,38,1.84,30,3,1,1,0,3,3,0.15,3,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Mohamed Ali Cho,FRA,"FW,MF",20-031,2004,2.4,7,2.93,3,2,1,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Morgan Sanson,FRA,MF,29-185,1994,17.9,59,3.3,34,19,1,4,1,0,3,0.17,2,1,0,0,0,0
FRA-Ligue 1,2324,Nice,Pablo Rosario,NED,"DF,MF",27-043,1997,12.6,25,1.98,22,1,0,1,1,0,2,0.16,0,0,0,1,1,0
FRA-Ligue 1,2324,Nice,Reda Belahyane,FRA,MF,19-263,2004,0.3,2,6.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Romain Perraud,FRA,"DF,FW",26-150,1997,1.9,3,1.54,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Sofiane Diop,FRA,FW,23-255,2000,5.5,17,3.07,14,0,1,1,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Terem Moffi,NGA,FW,24-270,1999,13.4,31,2.31,22,0,6,0,2,1,4,0.3,3,0,1,0,0,0
FRA-Ligue 1,2324,Nice,Tom Louchet,FRA,"FW,MF",20-291,2003,1.7,6,3.58,2,1,0,1,2,0,1,0.6,0,0,0,0,1,0
FRA-Ligue 1,2324,Nice,Valentin Rosier,FRA,"DF,MF",27-184,1996,0.4,4,10.29,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Youcef Atal,ALG,DF,27-278,1996,4.0,12,3.01,9,0,1,1,1,0,1,0.25,1,0,0,0,0,0
FRA-Ligue 1,2324,Nice,Youssouf Ndayishimiye,BDI,"MF,DF",25-115,1998,17.9,26,1.46,24,1,0,1,0,0,1,0.06,1,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Achraf Hakimi,MAR,DF,25-107,1998,13.6,52,3.82,48,0,0,1,2,1,10,0.74,9,0,0,1,0,0
FRA-Ligue 1,2324,Paris S-G,Arnau Tenas,ESP,GK,22-265,2001,2.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Bradley Barcola,FRA,"FW,MF",21-170,2002,9.6,49,5.12,37,0,10,1,1,0,7,0.73,6,0,1,0,0,0
FRA-Ligue 1,2324,Paris S-G,Carlos Soler,ESP,"DF,MF",27-048,1997,6.8,14,2.06,10,0,0,2,2,0,2,0.29,2,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Cher Ndour,ITA,MF,19-207,2004,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Danilo Pereira,POR,DF,32-163,1991,13.4,8,0.6,8,0,0,0,0,0,1,0.07,1,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Ethan Mbappé,FRA,MF,17-052,2006,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Fabián Ruiz Peña,ESP,MF,27-322,1996,9.7,28,2.9,22,1,3,2,0,0,5,0.52,3,1,1,0,0,0
FRA-Ligue 1,2324,Paris S-G,Gianluigi Donnarumma,ITA,GK,24-359,1999,18.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Gonçalo Ramos,POR,FW,22-244,2001,8.9,18,2.02,13,0,0,0,3,2,2,0.22,0,0,0,0,2,0
FRA-Ligue 1,2324,Paris S-G,Hugo Ekitike,FRA,FW,21-244,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Keylor Navas,CRC,GK,37-066,1986,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Kylian Mbappé,FRA,FW,25-061,1998,18.1,76,4.2,53,0,15,2,6,0,12,0.66,6,0,2,1,3,0
FRA-Ligue 1,2324,Paris S-G,Layvin Kurzawa,FRA,DF,31-168,1992,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Lee Kang-in,KOR,"FW,MF",23-000,2001,9.4,39,4.13,28,7,2,2,0,0,5,0.53,4,0,1,0,0,0
FRA-Ligue 1,2324,Paris S-G,Lucas Beraldo,BRA,DF,20-087,2003,3.2,2,0.62,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Lucas Hernández,FRA,DF,28-005,1996,16.6,23,1.37,17,1,0,1,2,2,3,0.18,1,0,0,1,1,0
FRA-Ligue 1,2324,Paris S-G,Manuel Ugarte Ribeiro,URU,MF,22-314,2001,14.8,24,1.62,17,0,3,0,3,1,5,0.34,3,0,1,0,1,0
FRA-Ligue 1,2324,Paris S-G,Marco Asensio,ESP,"FW,MF",28-029,1996,6.6,19,2.89,15,2,0,1,0,1,3,0.46,2,0,0,1,0,0
FRA-Ligue 1,2324,Paris S-G,Marquinhos,BRA,DF,29-281,1994,14.4,11,0.76,11,0,0,0,0,0,2,0.14,2,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Milan Škriniar,SVK,DF,29-008,1995,13.4,5,0.37,4,0,0,1,0,0,1,0.07,1,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Nordi Mukiele,FRA,DF,26-110,1997,5.2,5,0.97,3,0,1,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Ousmane Dembélé,FRA,"MF,FW",26-280,1997,12.9,95,7.38,70,8,8,5,3,1,17,1.32,14,0,1,1,1,0
FRA-Ligue 1,2324,Paris S-G,Randal Kolo Muani,FRA,"FW,MF",25-076,1998,8.8,30,3.4,23,0,1,2,4,0,5,0.57,4,0,1,0,0,0
FRA-Ligue 1,2324,Paris S-G,Vitinha,POR,MF,24-006,2000,16.6,62,3.7,55,5,1,0,1,0,8,0.48,8,0,0,0,0,0
FRA-Ligue 1,2324,Paris S-G,Warren Zaire-Emery,FRA,"MF,DF",17-348,2006,16.6,41,2.47,36,0,4,0,0,1,7,0.42,6,0,1,0,0,0
FRA-Ligue 1,2324,Reims,Adama Bojang,GAM,FW,19-267,2004,0.4,1,2.31,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Amadou Koné,MLI,MF,18-281,2005,1.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Amine Salama,FRA,FW,23-216,2000,3.5,8,2.3,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Amir Richardson,MAR,MF,22-026,2002,9.9,19,1.93,15,0,0,3,0,1,1,0.1,1,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Azor Matusiwa,NED,MF,25-297,1998,15.4,32,2.08,26,0,1,2,2,1,6,0.39,4,0,1,0,1,0
FRA-Ligue 1,2324,Reims,Benjamin Stambouli,FRA,MF,33-190,1990,1.7,2,1.21,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Emmanuel Agbadou,CIV,DF,26-247,1997,16.8,26,1.54,22,0,0,4,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Ibrahim Diakité,GUI,DF,20-111,2003,1.2,4,3.27,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Joseph Okumu,KEN,DF,26-269,1997,17.1,12,0.7,10,0,0,2,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Josh Wilson-Esbrand,ENG,"DF,MF",21-055,2002,5.1,9,1.76,9,0,0,0,0,0,2,0.39,2,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Junya Ito,JPN,FW,30-347,1993,18.8,78,4.15,53,13,6,6,0,0,8,0.43,7,0,0,1,0,0
FRA-Ligue 1,2324,Reims,Keito Nakamura,JPN,FW,23-206,2000,8.4,21,2.49,15,0,3,3,0,0,2,0.24,2,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Mamadou Diakhon,FRA,FW,18-150,2005,1.6,1,0.63,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Marshall Munetsi,ZIM,"MF,FW",27-242,1996,13.4,18,1.34,13,0,0,3,2,0,6,0.45,5,0,0,0,1,0
FRA-Ligue 1,2324,Reims,Maxime Busi,BEL,"FW,DF",24-128,1999,1.3,5,3.78,3,0,1,0,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Mohammed Daramy,DEN,FW,22-043,2002,15.2,52,3.42,38,0,8,2,4,0,5,0.33,5,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Oumar Diakité,CIV,FW,20-061,2003,7.5,15,2.0,8,0,5,1,1,0,1,0.13,1,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Reda Khadra,GER,"FW,MF",22-230,2001,7.4,24,3.24,16,1,5,2,0,0,4,0.54,2,0,2,0,0,0
FRA-Ligue 1,2324,Reims,Sergio Akieme,ESP,DF,26-065,1997,2.3,7,3.03,4,1,2,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Teddy Teuma,MLT,MF,30-142,1993,17.5,78,4.46,51,18,4,3,1,1,8,0.46,4,2,1,0,0,1
FRA-Ligue 1,2324,Reims,Therence Koudou,FRA,"DF,MF",19-068,2004,0.8,2,2.54,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Thibault De Smet,BEL,"DF,FW",25-259,1998,15.1,18,1.2,15,0,2,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Thomas Foket,BEL,DF,29-147,1994,16.3,25,1.53,22,2,0,1,0,0,5,0.31,5,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Valentin Atangana Edoa,FRA,MF,18-178,2005,2.3,3,1.31,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Yaya Kader Fofana,MLI,"MF,DF",19-252,2004,0.2,2,10.0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Yehvann Diouf,FRA,GK,24-095,1999,22.0,3,0.14,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Reims,Yunis Abdelhamid,MAR,DF,36-144,1987,18.9,13,0.69,10,0,0,2,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Adrien Truffert,FRA,DF,22-091,2001,16.3,26,1.6,17,0,3,2,4,0,2,0.12,1,0,0,1,0,0
FRA-Ligue 1,2324,Rennes,Alidu Seidu,GHA,DF,23-260,2000,1.2,2,1.61,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Amine Gouiri,ALG,"FW,MF",24-003,2000,14.9,50,3.36,35,2,4,6,3,0,6,0.4,4,0,0,2,0,0
FRA-Ligue 1,2324,Rennes,Arnaud Kalimuendo,FRA,FW,22-030,2002,14.0,44,3.14,33,1,3,3,4,0,3,0.21,2,0,0,0,1,0
FRA-Ligue 1,2324,Rennes,Arthur Theate,BEL,DF,23-270,2000,18.4,11,0.6,6,1,1,2,1,0,2,0.11,0,0,0,2,0,0
FRA-Ligue 1,2324,Rennes,Azor Matusiwa,NED,MF,25-297,1998,2.4,2,0.83,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Baptiste Santamaria,FRA,MF,28-347,1995,13.3,27,2.03,20,1,1,3,0,2,2,0.15,1,0,0,1,0,0
FRA-Ligue 1,2324,Rennes,Benjamin Bourigeaud,FRA,"MF,DF",30-036,1994,17.4,74,4.24,46,25,0,3,0,0,7,0.4,5,1,0,1,0,0
FRA-Ligue 1,2324,Rennes,Bertuğ Özgür Yıldırım,TUR,FW,21-222,2002,3.9,9,2.32,4,0,1,0,3,1,2,0.52,0,0,0,0,1,1
FRA-Ligue 1,2324,Rennes,Birger Meling,NOR,DF,29-064,1994,0.2,1,5.29,0,0,0,1,0,0,1,5.29,0,0,0,1,0,0
FRA-Ligue 1,2324,Rennes,Christopher Wooh,CMR,DF,22-154,2001,6.1,6,0.98,4,0,0,1,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Djaoui Cissé,FRA,MF,20-019,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Désiré Doué,FRA,"MF,FW",18-261,2005,8.8,52,5.88,31,2,8,3,5,3,9,1.02,4,0,2,1,1,1
FRA-Ligue 1,2324,Rennes,Enzo Le Fée,FRA,MF,24-016,2000,13.9,42,3.03,34,4,1,1,1,1,1,0.07,1,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Fabian Rieder,SUI,MF,22-003,2002,2.8,6,2.13,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Guela Doué,FRA,DF,21-125,2002,6.0,20,3.35,15,0,0,2,2,1,5,0.84,3,0,0,0,2,0
FRA-Ligue 1,2324,Rennes,Ibrahim Salah,MAR,"FW,MF",22-173,2001,4.2,14,3.34,10,0,1,3,0,0,1,0.24,1,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Jeanuël Belocian,FRA,DF,19-002,2005,11.7,7,0.6,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Jeremy Doku,BEL,FW,21-268,2002,1.2,9,7.23,5,0,2,2,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Jérémy Jacquet,FRA,MF,18-221,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Lorenz Assignon,TOG,DF,23-242,2000,11.2,38,3.38,27,3,4,0,2,2,6,0.53,3,0,2,0,1,0
FRA-Ligue 1,2324,Rennes,Lovro Majer,CRO,MF,26-033,1998,0.2,2,10.59,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Ludovic Blas,FRA,"FW,MF",26-050,1997,11.9,33,2.77,22,2,5,4,0,0,3,0.25,2,0,0,1,0,0
FRA-Ligue 1,2324,Rennes,Mahamadou Nagida,CMR,DF,18-236,2005,1.2,8,6.79,4,1,0,2,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Martin Terrier,FRA,"FW,MF",26-352,1997,9.7,28,2.89,21,0,1,4,2,0,4,0.41,3,0,0,1,0,0
FRA-Ligue 1,2324,Rennes,Mathis Lambourde,FRA,FW,18-041,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Nemanja Matić,SRB,MF,35-202,1988,11.4,29,2.54,23,1,1,1,2,1,2,0.18,1,0,0,0,1,0
FRA-Ligue 1,2324,Rennes,Steve Mandanda,FRA,GK,38-328,1985,22.0,2,0.09,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Rennes,Warmed Omari,FRA,DF,23-302,2000,16.0,13,0.81,12,0,0,1,0,0,1,0.06,1,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Abakar Sylla,CIV,DF,21-056,2002,13.6,7,0.51,6,0,0,0,0,1,1,0.07,0,0,0,0,0,1
FRA-Ligue 1,2324,Strasbourg,Alaa Bellaarouch,MAR,GK,22-049,2002,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Andrey Santos,BRA,MF,19-292,2004,0.1,1,8.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Dilane Bakwa,FRA,"FW,MF",21-177,2002,15.1,64,4.24,29,18,7,3,6,1,2,0.13,0,2,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Dion Moise Sahi,CIV,"MF,FW",22-061,2001,5.5,10,1.83,9,0,1,0,0,0,1,0.18,1,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Eduard Sobol,UKR,DF,28-305,1995,0.3,1,3.6,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Emanuel Emegha,NED,FW,21-016,2003,14.3,15,1.05,8,0,3,1,3,0,1,0.07,1,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Frederic Guilbert,FRA,"DF,MF",29-057,1994,16.7,27,1.61,18,6,1,2,0,0,1,0.06,1,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Gerzino Nyamsi,FRA,DF,27-028,1997,12.1,10,0.82,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Ibrahima Sissoko,MLI,MF,26-115,1997,10.7,24,2.24,18,0,0,2,2,2,3,0.28,1,0,0,2,0,0
FRA-Ligue 1,2324,Strasbourg,Ismaël Doukouré,FRA,"MF,DF",20-210,2003,13.6,18,1.33,14,1,0,0,0,3,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Jean-Ricner Bellegarde,FRA,"MF,FW",25-237,1998,3.0,6,2.01,4,0,2,0,0,0,3,1.0,2,0,1,0,0,0
FRA-Ligue 1,2324,Strasbourg,Jessy Deminguet,FRA,"MF,FW",26-043,1998,7.5,8,1.07,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Junior Mwanga,FRA,MF,20-284,2003,13.2,27,2.04,20,1,1,2,2,1,3,0.23,3,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Jérémy Sebas,MTQ,FW,20-311,2003,0.7,2,2.73,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Kévin Gameiro,FRA,"FW,MF",36-286,1987,9.2,32,3.49,26,0,0,6,0,0,4,0.44,1,0,0,3,0,0
FRA-Ligue 1,2324,Strasbourg,Lebo Mothiba,RSA,FW,28-022,1996,6.9,12,1.75,8,0,1,1,2,0,1,0.15,0,0,0,1,0,0
FRA-Ligue 1,2324,Strasbourg,Lucas Perrin,FRA,DF,25-092,1998,20.0,13,0.65,12,0,0,1,0,0,1,0.05,1,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Marvin Senaya,TOG,DF,23-022,2001,14.9,28,1.87,17,4,1,1,3,2,2,0.13,0,1,0,0,0,1
FRA-Ligue 1,2324,Strasbourg,Matz Sels,BEL,GK,31-358,1992,19.0,2,0.11,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Mohamed Bechikh,FRA,MF,18-221,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Mouhamadou Diarra,FRA,"MF,FW",20-047,2004,16.2,30,1.85,25,0,3,1,1,0,4,0.25,2,0,1,0,1,0
FRA-Ligue 1,2324,Strasbourg,Rabby Nzingoula,FRA,MF,18-086,2005,0.1,1,8.18,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Saidou Sow,GUI,DF,21-230,2002,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Strasbourg,Sanjin Prcić,BIH,MF,30-091,1993,1.0,4,4.09,4,0,0,0,0,0,1,1.02,1,0,0,0,0,0
